name,loc,sql_size,sql_length,sql_hardness,tables,total_cols,unique_cols,total_rows,total_cells,total_bytes,input_cols,unique_input_cols,input_rows,input_cells,input_bytes,output_cols,output_rows,output_cells,output_bytes
spider/program_share/0017,,12,50,easy,1,6,5,9,29,387,5,5,5,25,342,1,4,4,45
spider/program_share/0018,,19,64,medium,1,6,5,18,58,482,5,5,10,50,394,1,8,8,88
spider/program_share/0019,,13,71,medium,1,7,5,14,58,516,5,5,10,50,394,2,4,8,122
spider/program_share/0020,,27,141,extra,2,9,7,17,59,536,8,7,16,58,517,1,1,1,19
spider/protein_institute/0001,,6,29,easy,1,7,6,9,49,642,6,6,8,48,625,1,1,1,17
spider/protein_institute/0002,,15,79,medium,1,9,6,16,72,1050,6,6,8,48,625,3,8,24,425
spider/protein_institute/0003,,11,59,medium,1,7,6,9,49,652,6,6,8,48,625,1,1,1,27
spider/protein_institute/0004,,18,72,medium,1,9,6,9,51,687,6,6,8,48,625,3,1,3,62
spider/protein_institute/0005,,31,156,extra,1,7,6,9,49,642,6,6,8,48,625,1,1,1,17
spider/protein_institute/0006,,19,69,medium,1,7,6,13,53,738,6,6,8,48,625,1,5,5,113
spider/protein_institute/0007,,22,96,medium,1,11,9,13,103,1229,9,9,11,99,1097,2,2,4,132
spider/protein_institute/0008,,16,83,medium,1,12,9,14,108,1186,9,9,11,99,1097,3,3,9,89
spider/protein_institute/0009,,13,73,hard,1,10,9,12,100,1116,9,9,11,99,1097,1,1,1,19
spider/protein_institute/0010,,19,74,medium,1,10,9,13,101,1125,9,9,11,99,1097,1,2,2,28
spider/protein_institute/0011,,15,97,hard,2,16,14,20,148,1755,15,14,19,147,1722,1,1,1,33
spider/protein_institute/0012,,32,149,hard,2,16,14,26,154,1868,15,14,19,147,1722,1,7,7,146
spider/protein_institute/0013,,25,133,medium,2,17,14,26,161,1896,15,14,19,147,1722,2,7,14,174
spider/protein_institute/0014,,39,184,hard,2,17,14,22,153,1824,15,14,19,147,1722,2,3,6,102
spider/protein_institute/0015,,6,37,easy,1,10,9,14,102,1132,9,9,11,99,1097,1,3,3,35
spider/protein_institute/0016,,25,148,medium,2,18,15,20,142,1861,16,15,16,134,1697,2,4,8,164
spider/protein_institute/0017,,33,147,hard,2,17,15,17,135,1714,16,15,16,134,1697,1,1,1,17
spider/protein_institute/0018,,23,128,medium,2,18,15,21,144,2069,16,15,16,134,1697,2,5,10,372
spider/protein_institute/0019,,36,175,hard,3,23,20,25,183,2339,22,20,24,182,2322,1,1,1,17
spider/protein_institute/0020,,15,106,extra,2,17,15,17,135,1714,16,15,16,134,1697,1,1,1,17
spider/race_track/0001,,6,26,easy,1,6,5,10,46,605,5,5,9,45,588,1,1,1,17
spider/race_track/0002,,9,39,medium,1,7,5,18,63,978,5,5,9,45,588,2,9,18,390
spider/race_track/0003,,18,80,medium,1,7,5,11,49,666,5,5,9,45,588,2,2,4,78
spider/race_track/0004,,17,89,medium,1,8,5,10,48,667,5,5,9,45,588,3,1,3,79
spider/race_track/0005,,18,72,medium,1,8,5,10,48,679,5,5,9,45,588,3,1,3,91
spider/race_track/0006,,24,117,extra,1,8,5,12,54,783,5,5,9,45,588,3,3,9,195
spider/race_track/0007,,6,35,easy,1,6,5,18,54,754,5,5,9,45,588,1,9,9,166
spider/race_track/0008,,6,25,easy,1,6,5,8,36,376,5,5,7,35,359,1,1,1,17
spider/race_track/0009,,6,31,easy,1,6,5,9,37,381,5,5,7,35,359,1,2,2,22
spider/race_track/0010,,12,42,medium,1,8,5,14,56,665,5,5,7,35,359,3,7,21,306
spider/race_track/0011,,11,54,medium,1,7,5,9,39,398,5,5,7,35,359,2,2,4,39
spider/race_track/0012,,13,68,hard,1,6,5,8,36,377,5,5,7,35,359,1,1,1,18
spider/race_track/0013,,14,58,easy,1,6,5,9,37,381,5,5,7,35,359,1,2,2,22
spider/race_track/0014,,32,128,hard,2,11,8,23,87,1132,10,8,16,80,947,1,7,7,185
spider/race_track/0015,,15,81,hard,2,11,8,19,83,1041,10,8,16,80,947,1,3,3,94
spider/race_track/0017,,25,114,medium,2,12,8,22,92,1122,10,8,16,80,947,2,6,12,175
spider/race_track/0018,,27,128,extra,2,11,8,17,81,979,10,8,16,80,947,1,1,1,32
spider/race_track/0019,,27,108,medium,2,13,8,23,101,1379,10,8,16,80,947,3,7,21,432
spider/race_track/0020,,32,137,medium,2,12,8,21,90,1171,10,8,16,80,947,2,5,10,224
spider/railway/0001,,6,28,easy,1,8,7,11,71,673,7,7,10,70,655,1,1,1,18
spider/railway/0002,,9,48,easy,1,8,7,20,80,799,7,7,10,70,655,1,10,10,144
spider/railway/0003,,9,43,medium,1,9,7,20,90,854,7,7,10,70,655,2,10,20,199
spider/railway/0004,,14,60,easy,1,7,6,8,43,358,6,6,7,42,338,1,1,1,20
spider/railway/0005,,8,28,easy,1,7,6,8,43,373,6,6,7,42,338,1,1,1,35
spider/railway/0006,,9,43,easy,1,7,6,14,49,438,6,6,7,42,338,1,7,7,100
spider/railway/0007,,9,38,medium,1,8,6,18,72,708,6,6,9,54,466,2,9,18,242
spider/railway/0008,,11,50,medium,1,7,6,8,43,363,6,6,7,42,338,1,1,1,25
spider/railway/0009,,23,103,medium,2,15,12,28,142,1396,13,12,19,124,1121,2,9,18,275
spider/railway/0010,,26,116,medium,2,14,12,21,126,1159,13,12,19,124,1121,1,2,2,38
spider/railway/0011,,32,152,medium,2,15,12,21,128,1173,13,12,19,124,1121,2,2,4,52
spider/railway/0012,,31,162,extra,2,15,12,20,126,1166,13,12,19,124,1121,2,1,2,45
spider/railway/0013,,11,61,medium,1,9,7,19,88,817,7,7,10,70,655,2,9,18,162
spider/railway/0014,,13,75,hard,1,8,7,11,71,681,7,7,10,70,655,1,1,1,26
spider/railway/0015,,11,63,medium,1,9,7,18,86,782,7,7,10,70,655,2,8,16,127
spider/railway/0016,,14,66,easy,1,8,7,12,72,695,7,7,10,70,655,1,2,2,40
spider/railway/0017,,15,96,hard,2,14,12,22,127,1172,13,12,19,124,1121,1,3,3,51
spider/railway/0018,,24,99,hard,1,7,6,8,43,366,6,6,7,42,338,1,1,1,28
spider/railway/0019,,6,36,easy,1,7,6,11,46,396,6,6,7,42,338,1,4,4,58
spider/railway/0020,,9,59,easy,1,7,6,14,49,405,6,6,7,42,338,1,7,7,67
spider/railway/0021,,19,56,medium,1,7,6,11,46,401,6,6,7,42,338,1,4,4,63
spider/restaurant_1/0001,,6,31,easy,1,5,4,4,10,183,4,4,2,8,151,1,2,2,32
spider/restaurant_1/0002,,12,56,easy,1,5,4,3,9,204,4,4,2,8,151,1,1,1,53
spider/restaurant_1/0003,,12,55,easy,1,5,4,3,9,166,4,4,2,8,151,1,1,1,15
spider/restaurant_1/0004,,6,40,easy,1,4,3,4,8,159,3,3,2,6,122,1,2,2,37
spider/restaurant_1/0005,,12,78,easy,1,4,3,3,7,166,3,3,2,6,122,1,1,1,44
spider/restaurant_1/0006,,14,75,medium,1,6,4,3,10,188,4,4,2,8,151,2,1,2,37
spider/restaurant_1/0007,,19,68,medium,1,9,8,35,273,1324,8,8,34,272,1311,1,1,1,13
spider/restaurant_1/0008,,19,68,medium,1,9,8,35,273,1323,8,8,34,272,1311,1,1,1,12
spider/restaurant_1/0009,,15,58,medium,1,10,8,52,308,1572,8,8,34,272,1311,2,18,36,261
spider/restaurant_1/0010,,19,74,medium,1,9,8,35,273,1331,8,8,34,272,1311,1,1,1,20
spider/restaurant_1/0011,,12,50,easy,1,9,8,35,273,1328,8,8,34,272,1311,1,1,1,17
spider/restaurant_1/0012,,18,99,hard,1,10,8,35,274,1345,8,8,34,272,1311,2,1,2,34
spider/restaurant_1/0013,,18,92,hard,1,10,8,35,274,1342,8,8,34,272,1311,2,1,2,31
spider/restaurant_1/0014,,21,95,medium,1,10,8,39,282,1370,8,8,34,272,1311,2,5,10,59
spider/restaurant_1/0015,,22,73,medium,1,10,8,44,292,1468,8,8,34,272,1311,2,10,20,157
spider/restaurant_1/0016,,28,90,medium,1,10,8,37,278,1372,8,8,34,272,1311,2,3,6,61
spider/restaurant_1/0017,,36,269,hard,3,10,7,7,19,325,9,7,6,18,308,1,1,1,17
spider/restaurant_1/0018,,33,157,medium,2,13,11,37,281,1446,12,11,36,280,1423,1,1,1,23
spider/restaurant_1/0019,,48,253,hard,3,17,14,39,289,1591,16,14,38,288,1574,1,1,1,17
spider/restaurant_1/0020,,48,249,hard,3,17,14,39,289,1610,16,14,38,288,1574,1,1,1,36
spider/restaurant_1/0021,,34,224,extra,2,10,7,5,18,323,8,7,4,16,263,2,1,2,60
spider/restaurant_1/0022,,29,176,extra,2,14,11,37,282,1456,12,11,36,280,1423,2,1,2,33
spider/riding_club/0001,,6,27,easy,1,9,8,15,113,1158,8,8,14,112,1140,1,1,1,18
spider/riding_club/0002,,9,49,easy,1,9,8,28,126,1373,8,8,14,112,1140,1,14,14,233
spider/riding_club/0003,,9,44,medium,1,10,8,28,140,1446,8,8,14,112,1140,2,14,28,306
spider/riding_club/0004,,15,81,medium,1,10,8,27,138,1486,8,8,14,112,1140,2,13,26,346
spider/riding_club/0005,,19,85,medium,1,9,8,16,114,1210,8,8,14,112,1140,1,2,2,70
spider/riding_club/0006,,11,58,medium,1,9,8,15,113,1170,8,8,14,112,1140,1,1,1,30
spider/riding_club/0007,,11,66,medium,1,10,8,25,134,1407,8,8,14,112,1140,2,11,22,267
spider/riding_club/0008,,13,80,hard,1,9,8,15,113,1165,8,8,14,112,1140,1,1,1,25
spider/riding_club/0009,,14,68,easy,1,9,8,15,113,1165,8,8,14,112,1140,1,1,1,25
spider/riding_club/0010,,34,162,medium,3,18,12,33,172,1654,16,12,26,158,1424,2,7,14,230
spider/riding_club/0011,,37,158,hard,3,17,12,29,161,1487,16,12,26,158,1424,1,3,3,63
spider/riding_club/0012,,41,188,hard,3,18,12,29,164,1498,16,12,26,158,1424,2,3,6,74
spider/riding_club/0013,,38,185,hard,3,18,12,33,172,1654,16,12,26,158,1424,2,7,14,230
spider/riding_club/0014,,15,99,hard,2,12,10,28,140,1382,11,10,21,133,1258,1,7,7,124
spider/riding_club/0015,,24,109,hard,1,9,8,15,113,1165,8,8,14,112,1140,1,1,1,25
spider/riding_club/0016,,29,135,medium,2,12,8,13,55,437,9,8,11,49,367,3,2,6,70
spider/riding_club/0017,,31,152,extra,2,14,10,12,69,387,12,10,11,67,359,2,1,2,28
spider/roller_coaster/0001,,6,35,easy,1,10,9,7,55,541,9,9,6,54,524,1,1,1,17
spider/roller_coaster/0002,,9,51,easy,1,10,9,12,60,617,9,9,6,54,524,1,6,6,93
spider/roller_coaster/0003,,9,48,medium,1,11,9,12,66,631,9,9,6,54,524,2,6,12,107
spider/roller_coaster/0004,,12,52,easy,1,6,5,5,17,197,5,5,3,15,170,1,2,2,27
spider/roller_coaster/0005,,19,71,medium,1,10,9,10,58,580,9,9,6,54,524,1,4,4,56
spider/roller_coaster/0006,,11,61,medium,1,10,9,7,55,539,9,9,6,54,524,1,1,1,15
spider/roller_coaster/0007,,8,37,easy,1,10,9,7,55,560,9,9,6,54,524,1,1,1,36
spider/roller_coaster/0008,,11,66,medium,1,11,9,7,56,562,9,9,6,54,524,2,1,2,38
spider/roller_coaster/0009,,13,80,hard,1,10,9,7,55,547,9,9,6,54,524,1,1,1,23
spider/roller_coaster/0010,,14,69,easy,1,10,9,7,55,547,9,9,6,54,524,1,1,1,23
spider/roller_coaster/0011,,11,59,medium,1,10,9,7,55,547,9,9,6,54,524,1,1,1,23
spider/roller_coaster/0012,,23,108,medium,2,16,12,15,81,851,14,12,9,69,694,2,6,12,157
spider/roller_coaster/0013,,28,129,medium,2,15,12,11,71,722,14,12,9,69,694,1,2,2,28
spider/roller_coaster/0014,,29,146,hard,2,16,12,10,71,735,14,12,9,69,694,2,1,2,41
spider/roller_coaster/0015,,28,131,medium,2,16,12,12,75,779,14,12,9,69,694,2,3,6,85
spider/roller_coaster/0016,,21,127,extra,2,15,12,10,70,711,14,12,9,69,694,1,1,1,17
spider/roller_coaster/0017,,68,321,extra,2,17,12,10,72,751,14,12,9,69,694,3,1,3,57
spider/school_bus/0001,,6,27,easy,1,6,5,13,61,482,5,5,12,60,464,1,1,1,18
spider/school_bus/0002,,12,53,medium,1,8,5,24,96,829,5,5,12,60,464,3,12,36,365
spider/school_bus/0003,,11,56,medium,1,7,5,14,64,503,5,5,12,60,464,2,2,4,39
spider/school_bus/0004,,9,41,easy,1,6,5,24,72,648,5,5,12,60,464,1,12,12,184
spider/school_bus/0005,,6,37,easy,1,6,5,17,65,534,5,5,12,60,464,1,5,5,70
spider/school_bus/0006,,13,78,hard,1,6,5,13,61,489,5,5,12,60,464,1,1,1,25
spider/school_bus/0007,,19,68,medium,1,6,5,16,64,495,5,5,12,60,464,1,4,4,31
spider/school_bus/0008,,20,83,medium,1,6,5,13,61,489,5,5,12,60,464,1,1,1,25
spider/school_bus/0009,,18,79,hard,1,6,5,15,63,512,5,5,12,60,464,1,3,3,48
spider/school_bus/0010,,15,90,hard,2,10,8,24,87,688,9,8,17,80,576,1,7,7,112
spider/school_bus/0011,,14,57,easy,1,6,5,8,36,567,5,5,7,35,549,1,1,1,18
spider/school_bus/0012,,34,152,medium,3,16,12,29,125,1332,14,12,24,115,1125,2,5,10,207
spider/school_bus/0013,,18,95,medium,1,7,4,6,23,193,4,4,5,20,112,3,1,3,81
spider/school_bus/0014,,18,105,extra,2,11,8,14,59,748,9,8,12,55,661,2,2,4,87
spider/school_bus/0015,,25,119,medium,2,11,8,14,59,705,9,8,12,55,661,2,2,4,44
spider/school_bus/0016,,19,70,medium,1,6,5,13,61,482,5,5,12,60,464,1,1,1,18
spider/school_bus/0017,,19,67,medium,1,6,5,13,61,491,5,5,12,60,464,1,1,1,27
spider/school_bus/0018,,24,121,hard,2,10,8,18,81,599,9,8,17,80,576,1,1,1,23
spider/school_finance/0001,,6,27,easy,1,9,8,9,65,572,8,8,8,64,555,1,1,1,17
spider/school_finance/0002,,9,51,easy,1,9,8,16,72,662,8,8,8,64,555,1,8,8,107
spider/school_finance/0003,,12,62,medium,1,11,8,16,88,819,8,8,8,64,555,3,8,24,264
spider/school_finance/0004,,13,58,medium,1,10,8,9,66,611,8,8,8,64,555,2,1,2,56
spider/school_finance/0005,,18,90,hard,1,9,8,12,68,604,8,8,8,64,555,1,4,4,49
spider/school_finance/0006,,11,58,medium,1,9,8,9,65,590,8,8,8,64,555,1,1,1,35
spider/school_finance/0007,,18,82,medium,1,11,8,9,67,634,8,8,8,64,555,3,1,3,79
spider/school_finance/0008,,16,82,medium,1,11,8,13,79,708,8,8,8,64,555,3,5,15,153
spider/school_finance/0009,,28,139,medium,2,13,11,20,109,919,12,11,19,108,879,1,1,1,40
spider/school_finance/0010,,18,102,extra,1,6,4,22,66,576,4,4,11,44,324,2,11,22,252
spider/school_finance/0012,,31,141,medium,2,13,11,25,114,970,12,11,19,108,879,1,6,6,91
spider/school_finance/0014,,18,93,hard,1,5,4,16,49,419,4,4,11,44,324,1,5,5,95
spider/school_finance/0015,,14,78,medium,1,6,4,12,46,378,4,4,11,44,324,2,1,2,54
spider/school_finance/0016,,19,68,medium,1,8,7,9,57,431,7,7,8,56,414,1,1,1,17
spider/school_finance/0017,,34,150,medium,2,18,14,21,135,1130,15,14,16,120,969,3,5,15,161
spider/school_finance/0018,,6,43,easy,1,5,4,22,55,504,4,4,11,44,324,1,11,11,180
spider/school_finance/0019,,12,53,easy,1,8,7,9,57,431,7,7,8,56,414,1,1,1,17
spider/school_finance/0020,,28,121,medium,2,16,14,17,121,997,15,14,16,120,969,1,1,1,28
spider/school_finance/0021,,52,217,extra,3,20,17,32,169,1368,19,17,27,164,1293,1,5,5,75
spider/school_finance/0022,,35,155,hard,2,13,11,21,110,912,12,11,19,108,879,1,2,2,33
spider/school_finance/0023,,,118,easy,1,5,4,12,45,341,4,4,11,44,324,1,1,1,17
spider/school_player/0001,,6,27,easy,1,11,10,7,61,803,10,10,6,60,786,1,1,1,17
spider/school_player/0002,,9,51,easy,1,11,10,12,66,873,10,10,6,60,786,1,6,6,87
spider/school_player/0003,,9,49,easy,1,11,10,12,66,873,10,10,6,60,786,1,6,6,87
spider/school_player/0004,,12,62,easy,1,11,10,10,64,835,10,10,6,60,786,1,4,4,49
spider/school_player/0005,,8,34,easy,1,11,10,7,61,828,10,10,6,60,786,1,1,1,42
spider/school_player/0006,,9,41,easy,1,7,6,46,161,1727,6,6,23,138,1296,1,23,23,431
spider/school_player/0007,,8,43,easy,1,7,6,24,139,1329,6,6,23,138,1296,1,1,1,33
spider/school_player/0008,,11,49,medium,1,7,6,24,139,1321,6,6,23,138,1296,1,1,1,25
spider/school_player/0009,,11,49,medium,1,7,6,28,143,1396,6,6,23,138,1296,1,5,5,100
spider/school_player/0010,,23,101,medium,2,18,15,52,244,2801,16,15,29,198,2082,2,23,46,719
spider/school_player/0011,,28,127,medium,2,17,15,33,202,2144,16,15,29,198,2082,1,4,4,62
spider/school_player/0012,,27,142,extra,2,17,15,30,199,2110,16,15,29,198,2082,1,1,1,28
spider/school_player/0013,,23,113,medium,2,18,15,18,108,1337,16,15,12,96,1183,2,6,12,154
spider/school_player/0014,,11,70,medium,1,12,10,9,66,859,10,10,6,60,786,2,3,6,73
spider/school_player/0015,,14,93,extra,1,12,10,9,66,859,10,10,6,60,786,2,3,6,73
spider/school_player/0016,,11,65,medium,1,11,10,7,61,817,10,10,6,60,786,1,1,1,31
spider/school_player/0018,,24,119,hard,1,11,10,7,61,814,10,10,6,60,786,1,1,1,28
spider/school_player/0019,,12,66,easy,1,7,6,10,40,451,6,6,6,36,397,1,4,4,54
spider/school_player/0020,,14,73,easy,1,11,10,8,62,824,10,10,6,60,786,1,2,2,38
spider/scientist_1/0001,,6,31,easy,1,3,2,13,25,331,2,2,12,24,313,1,1,1,18
spider/scientist_1/0002,,8,31,easy,1,4,3,15,43,597,3,3,14,42,574,1,1,1,23
spider/scientist_1/0003,,8,48,easy,1,3,2,13,25,254,2,2,12,24,219,1,1,1,35
spider/scientist_1/0004,,8,41,easy,1,4,3,15,43,604,3,3,14,42,574,1,1,1,30
spider/scientist_1/0005,,8,31,easy,1,4,3,15,43,610,3,3,14,42,574,1,1,1,36
spider/scientist_1/0006,,11,53,medium,1,4,3,15,43,612,3,3,14,42,574,1,1,1,38
spider/scientist_1/0007,,18,82,hard,1,4,3,16,44,638,3,3,14,42,574,1,2,2,64
spider/scientist_1/0008,,31,148,extra,2,7,5,27,68,844,5,5,26,66,793,2,1,2,51
spider/scientist_1/0009,,37,156,extra,3,8,6,41,93,1198,7,6,38,90,1106,1,3,3,92
spider/scientist_1/0010,,47,195,extra,3,8,6,39,91,1131,7,6,38,90,1106,1,1,1,25
spider/scientist_1/0011,,14,57,easy,1,4,3,19,47,723,3,3,14,42,574,1,5,5,149
spider/scientist_1/0013,,9,41,easy,1,3,2,24,36,498,2,2,12,24,313,1,12,12,185
spider/scientist_1/0014,,25,114,medium,2,7,5,34,82,1067,5,5,26,66,793,2,8,16,274
spider/scientist_1/0015,,32,135,hard,2,7,5,30,74,952,5,5,26,66,793,2,4,8,159
spider/scientist_1/0016,,25,117,medium,2,6,4,36,72,754,4,4,24,48,532,2,12,24,222
spider/scientist_1/0018,,19,83,easy,2,5,4,36,60,717,4,4,24,48,532,1,12,12,185
spider/scientist_1/0019,,15,85,hard,2,6,5,32,72,987,5,5,26,66,793,1,6,6,194
spider/scientist_1/0021,,15,92,extra,2,5,4,25,49,549,4,4,24,48,532,1,1,1,17
spider/scientist_1/0022,,49,222,hard,3,8,6,50,102,1291,7,6,38,90,1106,1,12,12,185
spider/ship_1/0001,,8,40,easy,1,7,6,8,43,540,6,6,7,42,511,1,1,1,29
spider/ship_1/0002,,11,55,medium,1,8,6,10,48,593,6,6,7,42,511,2,3,6,82
spider/ship_1/0003,,17,70,medium,1,8,6,10,48,593,6,6,7,42,511,2,3,6,82
spider/ship_1/0004,,9,42,easy,1,7,6,14,49,698,6,6,7,42,511,1,7,7,187
spider/ship_1/0005,,12,51,medium,1,9,6,14,63,938,6,6,7,42,511,3,7,21,427
spider/ship_1/0006,,13,69,hard,1,7,6,8,43,533,6,6,7,42,511,1,1,1,22
spider/ship_1/0007,,14,60,easy,1,7,6,8,43,551,6,6,7,42,511,1,1,1,40
spider/ship_1/0008,,19,75,medium,1,7,6,13,48,671,6,6,7,42,511,1,6,6,160
spider/ship_1/0009,,18,74,medium,1,9,6,12,57,679,6,6,7,42,511,3,5,15,168
spider/ship_1/0010,,24,117,hard,1,7,6,8,43,533,6,6,7,42,511,1,1,1,22
spider/ship_1/0011,,18,100,hard,1,7,6,8,43,550,6,6,7,42,511,1,1,1,39
spider/ship_1/0012,,11,45,medium,1,7,6,8,43,545,6,6,7,42,511,1,1,1,34
spider/ship_1/0013,,6,25,easy,1,7,6,10,55,460,6,6,9,54,443,1,1,1,17
spider/ship_1/0014,,17,80,medium,1,9,6,10,57,498,6,6,9,54,443,3,1,3,55
spider/ship_1/0015,,11,52,medium,1,8,6,11,58,485,6,6,9,54,443,2,2,4,42
spider/ship_1/0016,,13,66,hard,1,7,6,10,55,461,6,6,9,54,443,1,1,1,18
spider/ship_1/0017,,12,57,easy,1,7,6,18,63,588,6,6,9,54,443,1,9,9,145
spider/ship_1/0018,,24,100,hard,1,7,6,10,55,462,6,6,9,54,443,1,1,1,19
spider/ship_1/0019,,13,78,hard,1,7,6,10,55,468,6,6,9,54,443,1,1,1,25
spider/ship_1/0020,,28,116,medium,2,13,9,18,98,995,12,9,16,96,954,1,2,2,41
spider/ship_1/0021,,18,95,extra,2,14,9,20,104,1043,12,9,16,96,954,2,4,8,89
spider/ship_1/0023,,24,125,extra,2,14,9,21,106,1077,12,9,16,96,954,2,5,10,123
spider/ship_1/0024,,52,227,extra,2,13,9,17,97,976,12,9,16,96,954,1,1,1,22
spider/ship_mission/0001,,6,25,easy,1,6,5,9,41,421,5,5,8,40,404,1,1,1,17
spider/ship_mission/0002,,9,42,easy,1,6,5,16,48,495,5,5,8,40,404,1,8,8,91
spider/ship_mission/0003,,9,41,medium,1,7,5,16,56,646,5,5,8,40,404,2,8,16,242
spider/ship_mission/0004,,12,58,easy,1,6,5,13,45,458,5,5,8,40,404,1,5,5,54
spider/ship_mission/0005,,19,93,medium,1,6,5,16,48,495,5,5,8,40,404,1,8,8,91
spider/ship_mission/0006,,11,51,medium,1,6,5,9,41,421,5,5,8,40,404,1,1,1,17
spider/ship_mission/0007,,11,52,medium,1,7,5,10,44,456,5,5,8,40,404,2,2,4,52
spider/ship_mission/0008,,13,66,hard,1,6,5,9,41,426,5,5,8,40,404,1,1,1,22
spider/ship_mission/0009,,14,69,easy,1,6,5,10,42,452,5,5,8,40,404,1,2,2,48
spider/ship_mission/0010,,13,56,medium,1,7,5,10,44,471,5,5,8,40,404,2,2,4,67
spider/ship_mission/0011,,27,108,medium,2,15,11,22,110,1199,12,11,15,89,899,3,7,21,300
spider/ship_mission/0012,,26,106,medium,2,13,11,21,95,974,12,11,15,89,899,1,6,6,75
spider/ship_mission/0013,,26,124,medium,2,13,11,18,92,980,12,11,15,89,899,1,3,3,81
spider/ship_mission/0014,,15,81,hard,2,13,11,16,90,917,12,11,15,89,899,1,1,1,18
spider/ship_mission/0015,,24,99,hard,1,6,5,9,41,427,5,5,8,40,404,1,1,1,23
spider/shop_membership/0001,,18,106,hard,1,7,6,9,49,438,6,6,8,48,421,1,1,1,17
spider/shop_membership/0002,,15,76,medium,1,9,6,16,72,711,6,6,8,48,421,3,8,24,290
spider/shop_membership/0003,,11,63,medium,1,7,6,11,51,465,6,6,8,48,421,1,3,3,44
spider/shop_membership/0004,,12,63,easy,1,7,6,10,50,447,6,6,8,48,421,1,2,2,26
spider/shop_membership/0005,,14,68,easy,1,7,6,9,49,442,6,6,8,48,421,1,1,1,21
spider/shop_membership/0006,,26,116,hard,1,8,6,9,50,483,6,6,8,48,421,2,1,2,62
spider/shop_membership/0007,,17,77,medium,1,8,6,10,52,464,6,6,8,48,421,2,2,4,43
spider/shop_membership/0008,,8,40,easy,1,6,5,11,51,582,5,5,10,50,552,1,1,1,30
spider/shop_membership/0009,,15,80,medium,1,8,5,20,80,1039,5,5,10,50,552,3,10,30,487
spider/shop_membership/0010,,13,70,hard,1,6,5,11,51,566,5,5,10,50,552,1,1,1,14
spider/shop_membership/0012,,32,170,hard,2,11,8,22,84,651,9,8,16,72,548,2,6,12,103
spider/shop_membership/0013,,15,106,hard,2,9,7,20,76,714,8,7,18,74,679,1,2,2,35
spider/shop_membership/0014,,18,119,extra,2,11,8,18,76,603,9,8,16,72,548,2,2,4,55
spider/shop_membership/0015,,38,205,extra,2,11,8,17,74,588,9,8,16,72,548,2,1,2,40
spider/shop_membership/0016,,30,151,medium,2,10,7,24,86,935,8,7,18,74,679,2,6,12,256
spider/shop_membership/0017,,19,76,medium,1,7,6,9,49,439,6,6,8,48,421,1,1,1,18
spider/shop_membership/0019,,35,139,medium,2,11,9,17,81,656,10,9,16,80,612,1,1,1,44
spider/shop_membership/0020,,25,103,medium,2,10,8,19,83,760,9,8,18,82,743,1,1,1,17
spider/shop_membership/0022,,12,63,medium,1,6,5,13,53,587,5,5,10,50,552,1,3,3,35
spider/small_bank_1/0001,,28,111,medium,2,5,3,14,27,218,4,3,13,26,182,1,1,1,36
spider/small_bank_1/0002,,6,29,easy,1,3,2,8,15,107,2,2,7,14,90,1,1,1,17
spider/small_bank_1/0003,,8,33,easy,1,3,2,8,15,120,2,2,7,14,92,1,1,1,28
spider/small_bank_1/0004,,8,33,easy,1,3,2,8,15,130,2,2,7,14,92,1,1,1,38
spider/small_bank_1/0005,,18,88,hard,1,3,2,7,13,109,2,2,6,12,92,1,1,1,17
spider/small_bank_1/0006,,36,161,extra,2,6,3,19,38,252,4,3,14,28,182,2,5,10,70
spider/small_bank_1/0007,,26,108,hard,2,5,3,15,29,204,4,3,14,28,182,1,1,1,22
spider/small_bank_1/0008,,41,169,hard,3,8,3,21,42,327,6,3,20,40,274,2,1,2,53
spider/small_bank_1/0009,,64,301,extra,3,7,3,23,43,307,6,3,20,40,274,1,3,3,33
spider/small_bank_1/0010,,54,272,extra,3,7,3,21,41,296,6,3,20,40,274,1,1,1,22
spider/small_bank_1/0011,,9,39,easy,1,3,2,14,21,155,2,2,7,14,90,1,7,7,65
spider/small_bank_1/0015,,25,113,medium,2,6,3,21,42,274,4,3,14,28,182,2,7,14,92
spider/small_bank_1/0016,,28,119,medium,2,6,3,19,38,309,4,3,13,26,182,2,6,12,127
spider/small_bank_1/0017,,32,143,extra,2,5,3,18,32,224,4,3,14,28,182,1,4,4,42
spider/small_bank_1/0018,,36,159,extra,3,7,3,21,41,298,6,3,20,40,274,1,1,1,24
spider/small_bank_1/0021,,38,161,medium,3,9,3,26,58,456,6,3,20,40,274,3,6,18,182
spider/small_bank_1/0023,,38,153,hard,3,7,3,21,41,291,6,3,20,40,274,1,1,1,17
spider/small_bank_1/0025,,29,130,hard,2,6,3,16,32,258,4,3,13,26,182,2,3,6,76
spider/soccer_1/0001,,23,92,medium,2,7,3,33,77,928,5,3,22,55,569,2,11,22,359
spider/soccer_1/0002,,25,103,medium,2,6,3,23,56,586,5,3,22,55,569,1,1,1,17
spider/soccer_1/0009,,13,96,medium,1,44,42,183981,7727082,29715186,42,42,183978,7727076,29715090,2,3,6,96
spider/soccer_1/0010,,17,111,medium,1,44,42,183980,7727080,29715146,42,42,183978,7727076,29715090,2,2,4,56
spider/soccer_2/0001,,8,28,easy,1,4,3,5,13,107,3,3,4,12,85,1,1,1,22
spider/soccer_2/0002,,8,28,easy,1,4,3,5,13,109,3,3,4,12,85,1,1,1,24
