Starting log for run db2csv_no_beam_21_c20_all300
	5              FF Jar          spoo   Tapiolan Urheilupuisto
	6  IFK MariehamngWz51    YqrR4Lahti  aJaJL9b1VY3Ik0hiX1fpYyI
	7       gJ5FF JarotMV  ydKKuopioOdY   iB(fjERUDp98I9tJ78Ijl0
	8       IFK Mariehamn          spoo  qE1Arto Tolsa Areenapj 
Wrong output for fuzzied solution in instance db2csv/employee_hire_evaluation/0008_dev (4255)
	EXPECTED OUTPUT ====

		SELECT city
		FROM employee
		WHERE age < 30
		GROUP BY city
		HAVING count(*) > 1

	Empty DataFrame
	Columns: [city]
	Index: []
	ACTUAL OUTPUT ====

		
		SELECT city
		FROM
		  (SELECT *
		   FROM
		     (SELECT *
		      FROM
		        (SELECT city,
		                COUNT() AS n
		         FROM
		           (SELECT *
		            FROM `employee`
		            WHERE (age < 30))
		         GROUP BY city)
		      ORDER BY n DESC)
		   LIMIT 1)

	        city
	0  4QGy)Bath
Wrong output for fuzzied solution in instance db2csv/employee_hire_evaluation/0019_dev (4256)
	EXPECTED OUTPUT ====

		SELECT t1.name
		FROM employee AS t1
		JOIN evaluation AS t2 ON t1.Employee_ID = t2.Employee_ID
		GROUP BY t2.Employee_ID
		ORDER BY count(*) DESC
		LIMIT 1

	           name
	0  Jason Hobson
	ACTUAL OUTPUT ====

		
		SELECT name
		FROM
		  (SELECT *
		   FROM
		     (SELECT *
		      FROM
		        (SELECT employee_id,
		                name,
		                age,
		                city,
		                year_awarded,
		                bonus,
		                COUNT(*) OVER () AS n
		         FROM
		           (SELECT LHS.employee_id AS employee_id,
		                   LHS.name AS name,
		                   LHS.age AS age,
		                   LHS.city AS city,
		                   RHS.year_awarded AS year_awarded,
		                   RHS.bonus AS bonus
		            FROM `employee` AS LHS
		            INNER JOIN `evaluation` AS RHS ON (LHS.employee_id = RHS.employee_id)))
		      ORDER BY n DESC)
		   LIMIT 1)

	         name
	0  Mark Regan
Wrong output for fuzzied solution in instance db2csv/employee_hire_evaluation/0022_dev (4261)
	EXPECTED OUTPUT ====

		SELECT t1.name
		FROM employee AS t1
		JOIN evaluation AS t2 ON t1.Employee_ID = t2.Employee_ID
		ORDER BY t2.bonus DESC
		LIMIT 1

	       name
	0  Tim Payn
	ACTUAL OUTPUT ====

		
		SELECT name
		FROM
		  (SELECT *
		   FROM
		     (SELECT *
		      FROM
		        (SELECT LHS.employee_id AS employee_id,
		                LHS.name AS name,
		                LHS.age AS age,
		                LHS.city AS city,
		                RHS.year_awarded AS year_awarded,
		                RHS.bonus AS bonus
		         FROM `employee` AS LHS
		         INNER JOIN `evaluation` AS RHS ON (LHS.employee_id = RHS.employee_id))
		      ORDER BY city DESC)
		   LIMIT 1)

	         name
	0  Mark Regan
Wrong output for fuzzied solution in instance db2csv/employee_hire_evaluation/0010_dev (4267)
	EXPECTED OUTPUT ====

		SELECT count(*),
		       LOCATION
		FROM shop
		GROUP BY LOCATION

	   count(*)     location
	0         1  E0iTurkuEGM
	1         1        Kotka
	2         1   KotkaFKMDd
	3         1  LeL88Kuopio
	4         1        Turku
	5         1   Turku5oi1T
	6         1  Valkeakoski
	7         2    Mariehamn
	ACTUAL OUTPUT ====

		
		SELECT n AS count___,
		       LOCATION
		FROM
		  (SELECT LOCATION,
		          COUNT() AS n
		   FROM
		     (SELECT LOCATION
		      FROM `shop` INTERSECT SELECT LOCATION
		      FROM `shop`)
		   GROUP BY LOCATION)
		ORDER BY count___

	   count___     location
	0         1  E0iTurkuEGM
	1         1        Kotka
	2         1   KotkaFKMDd
	3         1  LeL88Kuopio
	4         1    Mariehamn
	5         1        Turku
	6         1   Turku5oi1T
	7         1  Valkeakoski
Wrong output for fuzzied solution in instance db2csv/employee_hire_evaluation/0020_dev (4268)
	EXPECTED OUTPUT ====

		SELECT t1.name
		FROM employee AS t1
		JOIN evaluation AS t2 ON t1.Employee_ID = t2.Employee_ID
		GROUP BY t2.Employee_ID
		ORDER BY count(*) DESC
		LIMIT 1

	           name
	0  Jason Hobson
	ACTUAL OUTPUT ====

		
		SELECT name
		FROM
		  (SELECT *
		   FROM
		     (SELECT *
		      FROM
		        (SELECT employee_id,
		                name,
		                age,
		                city,
		                year_awarded,
		                bonus,
		                COUNT(*) OVER () AS n
		         FROM
		           (SELECT LHS.employee_id AS employee_id,
		                   LHS.name AS name,
		                   LHS.age AS age,
		                   LHS.city AS city,
		                   RHS.year_awarded AS year_awarded,
		                   RHS.bonus AS bonus
		            FROM `employee` AS LHS
		            INNER JOIN `evaluation` AS RHS ON (LHS.employee_id = RHS.employee_id)))
		      ORDER BY n DESC)
		   LIMIT 1)

	         name
	0  Mark Regan
Wrong output for fuzzied solution in instance db2csv/employee_hire_evaluation/0025_dev (4269)
	EXPECTED OUTPUT ====

		SELECT t2.name
		FROM hiring AS t1
		JOIN shop AS t2 ON t1.shop_id = t2.shop_id
		GROUP BY t1.shop_id
		ORDER BY count(*) DESC
		LIMIT 1

	  name
	0  HJK
	ACTUAL OUTPUT ====

		
		SELECT name
		FROM
		  (SELECT *
		   FROM
		     (SELECT *
		      FROM
		        (SELECT *
		         FROM
		           (SELECT shop_id,
		                   name,
		                   LOCATION,
		                   district,
		                   number_products,
		                   manager_name,
		                   COUNT(*) OVER () AS n
		            FROM `shop`) AS LHS
		         WHERE EXISTS
		             (SELECT 1
		              FROM `hiring` AS RHS
		              WHERE (LHS.shop_id = RHS.shop_id) ))
		      ORDER BY n DESC)
		   LIMIT 1)

	            name
	0  1VIdHFC Inter
Wrong output for fuzzied solution in instance db2csv/voter_1/0012_dev (4273)
	EXPECTED OUTPUT ====

		SELECT T1.area_code
		FROM area_code_state AS T1
		JOIN votes AS T2 ON T1.state = T2.state
		GROUP BY T1.area_code
		ORDER BY count(*) DESC
		LIMIT 1

	   area_code
	0        340
	ACTUAL OUTPUT ====

		
		SELECT area_code
		FROM
		  (SELECT *
		   FROM
		     (SELECT *
		      FROM
		        (SELECT vote_id,
		                phone_number,
		                state,
		                contestant_number,
		                created,
		                area_code,
		                COUNT(*) OVER () AS n
		         FROM
		           (SELECT LHS.vote_id AS vote_id,
		                   LHS.phone_number AS phone_number,
		                   LHS.state AS state,
		                   LHS.contestant_number AS contestant_number,
		                   LHS.created AS created,
		                   RHS.area_code AS area_code
		            FROM `votes` AS LHS
		            INNER JOIN `area_code_state` AS RHS ON (LHS.state = RHS.state)))
		      ORDER BY contestant_number DESC)
		   LIMIT 1)

	   area_code
	0        339
Wrong output for ground truth in instance db2csv/voter_1/0013_dev (4282)
Wrong output for fuzzied solution in instance db2csv/voter_1/0014_dev (4283)
	EXPECTED OUTPUT ====

		SELECT T3.area_code
		FROM contestants AS T1
		JOIN votes AS T2 ON T1.contestant_number = T2.contestant_number
		JOIN area_code_state AS T3 ON T2.state = T3.state
		WHERE T1.contestant_name = 'Tabatha Gehling' INTERSECT
		  SELECT T3.area_code
		  FROM contestants AS T1
		  JOIN votes AS T2 ON T1.contestant_number = T2.contestant_number
		  JOIN area_code_state AS T3 ON T2.state = T3.state WHERE T1.contestant_name = 'Kelly Clauss'

	Empty DataFrame
	Columns: [area_code]
	Index: []
	ACTUAL OUTPUT ====

		
		SELECT `area_code`
		FROM
		  (SELECT *
		   FROM
		     (SELECT `LHS`.`vote_id` AS `vote_id`,
		             `LHS`.`phone_number` AS `phone_number`,
		             `LHS`.`state` AS `state`,
		             `LHS`.`contestant_number` AS `contestant_number`,
		             `LHS`.`created` AS `created`,
		             `LHS`.`area_code` AS `area_code`,
		             `RHS`.`contestant_name` AS `contestant_name`
		      FROM
		        (SELECT `LHS`.`vote_id` AS `vote_id`,
		                `LHS`.`phone_number` AS `phone_number`,
		                `LHS`.`state` AS `state`,
		                `LHS`.`contestant_number` AS `contestant_number`,
		                `LHS`.`created` AS `created`,
		                `RHS`.`area_code` AS `area_code`
		         FROM `votes` AS `LHS`
		         INNER JOIN `area_code_state` AS `RHS` ON (`LHS`.`state` = `RHS`.`state`)) AS `LHS`
		      INNER JOIN `contestants` AS `RHS` ON (`LHS`.`contestant_number` = `RHS`.`contestant_number`))
		   WHERE (`contestant_name` = 'Tabatha Gehling'))
		WHERE (`contestant_name` != 'Kelly Clauss')
		ORDER BY area_code

	   area_code
	0        336
Wrong output for ground truth in instance db2csv/voter_1/0007_dev (4284)
No solution for instance db2csv/voter_1/0015_dev (4285)
Wrong output for fuzzied solution in instance db2csv/voter_1/0010_dev (4286)
	EXPECTED OUTPUT ====

		SELECT count(*)
		FROM votes
		WHERE state = 'NY'
		  OR state = 'CA'

	   count(*)
	0         2
	ACTUAL OUTPUT ====

		
		SELECT `vote_id` AS `count___`
		FROM
		  (SELECT `vote_id`,
		          `phone_number`,
		          `state`,
		          `contestant_number`,
		          `created`,
		          COUNT(*) OVER () AS `n`
		   FROM
		     (SELECT *
		      FROM `votes`
		      WHERE (`state` != 'NY')))
		WHERE (`state` = 'CA')
		ORDER BY count___

	   count___
	0         1
Wrong output for ground truth in instance db2csv/voter_1/0005_dev (4287)
Wrong output for fuzzied solution in instance db2csv/poker_player/0021_dev (4289)
	EXPECTED OUTPUT ====

		SELECT T2.Money_Rank
		FROM people AS T1
		JOIN poker_player AS T2 ON T1.People_ID = T2.People_ID
		ORDER BY T1.Height DESC
		LIMIT 1

	   money_rank
	0      153.98
	ACTUAL OUTPUT ====

		
		SELECT money_rank
		FROM
		  (SELECT *
		   FROM
		     (SELECT *
		      FROM
		        (SELECT LHS.poker_player_id AS poker_player_id,
		                LHS.people_id AS people_id,
		                LHS.final_table_made AS final_table_made,
		                LHS.best_finish AS best_finish,
		                LHS.money_rank AS money_rank,
		                LHS.earnings AS earnings,
		                RHS.nationality AS nationality,
		                RHS.name AS name,
		                RHS.birth_date AS birth_date,
		                RHS.height AS height
		         FROM `poker_player` AS LHS
		         INNER JOIN `people` AS RHS ON (LHS.people_id = RHS.people_id))
		      ORDER BY best_finish)
		   LIMIT 1)

	   money_rank
	0       67.99
Wrong output for ground truth in instance db2csv/poker_player/0033_dev (4291)
Wrong output for base solution in instance db2csv/poker_player/0039_dev (4292)
	EXPECTED OUTPUT ====

		SELECT count(DISTINCT Nationality)
		FROM people

	   count(distinct nationality)
	0                            2
	ACTUAL OUTPUT ====

		
		SELECT n_distinct AS count_distinct_nationality_
		FROM
		  (SELECT birth_date,
		          COUNT(DISTINCT nationality) AS n_distinct
		   FROM `people`
		   GROUP BY birth_date)
		ORDER BY count_distinct_nationality_

	   count_distinct_nationality_
	0                            1
	1                            1
	2                            1
	3                            1
	4                            1
	5                            1
	6                            1
Wrong output for fuzzied solution in instance db2csv/poker_player/0029_dev (4293)
	EXPECTED OUTPUT ====

		SELECT Nationality
		FROM people
		GROUP BY Nationality
		ORDER BY COUNT(*) DESC
		LIMIT 1

	  nationality
	0       ussia
	ACTUAL OUTPUT ====

		
		SELECT nationality
		FROM
		  (SELECT *
		   FROM
		     (SELECT *
		      FROM
		        (SELECT people_id,
		                nationality,
		                name,
		                birth_date,
		                height,
		                COUNT(*) OVER () AS n
		         FROM `people`)
		      ORDER BY birth_date)
		   LIMIT 1)

	  nationality
	0       Russi
Wrong output for fuzzied solution in instance db2csv/poker_player/0012_dev (4295)
	EXPECTED OUTPUT ====

		SELECT max(Final_Table_Made)
		FROM poker_player
		WHERE Earnings < 200000

	   max(final_table_made)
	0                  42.01
	ACTUAL OUTPUT ====

		
		SELECT final_table_made AS max_final_table_made_
		FROM
		  (SELECT *
		   FROM
		     (SELECT *
		      FROM
		        (SELECT best_finish,
		                people_id,
		                MAX(final_table_made) AS final_table_made
		         FROM
		           (SELECT *
		            FROM `poker_player`
		            WHERE (earnings <= 200000.0))
		         GROUP BY best_finish,
		                  people_id)
		      ORDER BY people_id DESC)
		   LIMIT 1)

	   max_final_table_made_
	0                  10.01
Wrong output for fuzzied solution in instance db2csv/poker_player/0001_dev (4299)
	EXPECTED OUTPUT ====

		SELECT count(*)
		FROM poker_player

	   count(*)
	0         7
	ACTUAL OUTPUT ====

		
		SELECT n AS count___
		FROM
		  (SELECT COUNT() AS n
		   FROM
		     (SELECT earnings
		      FROM `poker_player` INTERSECT SELECT earnings
		      FROM `poker_player`))
		ORDER BY count___

	   count___
	0         6
Wrong output for ground truth in instance db2csv/poker_player/0034_dev (4300)
Wrong output for fuzzied solution in instance db2csv/poker_player/0011_dev (4301)
	EXPECTED OUTPUT ====

		SELECT max(Final_Table_Made)
		FROM poker_player
		WHERE Earnings < 200000

	   max(final_table_made)
	0           1.078371e+08
	ACTUAL OUTPUT ====

		
		SELECT DISTINCT MAX(final_table_made) OVER () AS max_final_table_made_
		FROM `poker_player`
		WHERE (earnings <= 200000.0)
		ORDER BY max_final_table_made_

	   max_final_table_made_
	0           6.088067e+09
Wrong output for fuzzied solution in instance db2csv/poker_player/0024_dev (4302)
	EXPECTED OUTPUT ====

		SELECT avg(T2.Earnings)
		FROM people AS T1
		JOIN poker_player AS T2 ON T1.People_ID = T2.People_ID
		WHERE T1.Height > 200

	  avg(t2.earnings)
	0             None
	ACTUAL OUTPUT ====

		
		SELECT DISTINCT AVG(earnings) OVER () AS avg_t2_earnings_
		FROM
		  (SELECT *
		   FROM `poker_player` AS LHS
		   WHERE NOT EXISTS
		       (SELECT 1
		        FROM
		          (SELECT *
		           FROM `people`
		           WHERE (height <= 200.0)) AS RHS
		        WHERE (LHS.people_id = RHS.people_id) ))
		ORDER BY avg_t2_earnings_

	Empty DataFrame
	Columns: [avg_t2_earnings_]
	Index: []
Wrong output for fuzzied solution in instance db2csv/poker_player/0002_dev (4308)
	EXPECTED OUTPUT ====

		SELECT count(*)
		FROM poker_player

	   count(*)
	0         7
	ACTUAL OUTPUT ====

		
		SELECT n AS count___
		FROM
		  (SELECT COUNT() AS n
		   FROM
		     (SELECT earnings
		      FROM `poker_player` INTERSECT SELECT earnings
		      FROM `poker_player`))
		ORDER BY count___

	   count___
	0         6
Wrong output for ground truth in instance db2csv/poker_player/0019_dev (4310)
Wrong output for fuzzied solution in instance db2csv/poker_player/0030_dev (4314)
	EXPECTED OUTPUT ====

		SELECT Nationality
		FROM people
		GROUP BY Nationality
		ORDER BY COUNT(*) DESC
		LIMIT 1

	  nationality
	0      Russia
	ACTUAL OUTPUT ====

		
		SELECT nationality
		FROM
		  (SELECT *
		   FROM
		     (SELECT *
		      FROM
		        (SELECT nationality,
		                COUNT() AS n
		         FROM `people`
		         GROUP BY nationality)
		      ORDER BY nationality DESC)
		   LIMIT 1)

	    nationality
	0  vvyRussiaAAe
Wrong output for fuzzied solution in instance db2csv/poker_player/0022_dev (4316)
	EXPECTED OUTPUT ====

		SELECT T2.Money_Rank
		FROM people AS T1
		JOIN poker_player AS T2 ON T1.People_ID = T2.People_ID
		ORDER BY T1.Height DESC
		LIMIT 1

	   money_rank
	0      153.98
	ACTUAL OUTPUT ====

		
		SELECT money_rank
		FROM
		  (SELECT *
		   FROM
		     (SELECT *
		      FROM
		        (SELECT LHS.poker_player_id AS poker_player_id,
		                LHS.people_id AS people_id,
		                LHS.final_table_made AS final_table_made,
		                LHS.best_finish AS best_finish,
		                LHS.money_rank AS money_rank,
		                LHS.earnings AS earnings,
		                RHS.nationality AS nationality,
		                RHS.name AS name,
		                RHS.birth_date AS birth_date,
		                RHS.height AS height
		         FROM `poker_player` AS LHS
		         INNER JOIN `people` AS RHS ON (LHS.people_id = RHS.people_id))
		      ORDER BY best_finish)
		   LIMIT 1)

	   money_rank
	0       67.99
Wrong output for ground truth in instance db2csv/poker_player/0020_dev (4323)
Wrong output for fuzzied solution in instance db2csv/poker_player/0025_dev (4324)
	EXPECTED OUTPUT ====

		SELECT T1.Name
		FROM people AS T1
		JOIN poker_player AS T2 ON T1.People_ID = T2.People_ID
		ORDER BY T2.Earnings DESC

	                   name
	0  5bYSergey GrankinRvH
	1       Semen Poltavski
	2       Semen Poltavski
	3       Semen Poltavski
	4        Sergey Grankin
	5  ugFSergey GrankinGi4
	6  ugFSergey GrankinGi4
	ACTUAL OUTPUT ====

		
		SELECT name
		FROM
		  (SELECT *
		   FROM `people` AS LHS
		   WHERE EXISTS
		       (SELECT 1
		        FROM
		          (SELECT people_id
		           FROM `poker_player` INTERSECT SELECT people_id
		           FROM `poker_player`) AS RHS
		        WHERE (LHS.people_id = RHS.people_id) ))
		ORDER BY name

	                   name
	0  5bYSergey GrankinRvH
	1       Semen Poltavski
	2        Sergey Grankin
	3  ugFSergey GrankinGi4
Wrong output for fuzzied solution in instance db2csv/poker_player/0023_dev (4325)
	EXPECTED OUTPUT ====

		SELECT avg(T2.Earnings)
		FROM people AS T1
		JOIN poker_player AS T2 ON T1.People_ID = T2.People_ID
		WHERE T1.Height > 200

	  avg(t2.earnings)
	0             None
	ACTUAL OUTPUT ====

		
		SELECT DISTINCT AVG(earnings) OVER () AS avg_t2_earnings_
		FROM
		  (SELECT *
		   FROM `poker_player` AS LHS
		   WHERE NOT EXISTS
		       (SELECT 1
		        FROM
		          (SELECT *
		           FROM `people`
		           WHERE (height <= 200.0)) AS RHS
		        WHERE (LHS.people_id = RHS.people_id) ))
		ORDER BY avg_t2_earnings_

	Empty DataFrame
	Columns: [avg_t2_earnings_]
	Index: []
Wrong output for fuzzied solution in instance db2csv/museum_visit/0018_dev (4328)
	EXPECTED OUTPUT ====

		SELECT count(*)
		FROM museum
		WHERE open_year > 2013
		  OR open_year < 2008

	   count(*)
	0         3
	ACTUAL OUTPUT ====

		
		SELECT DISTINCT n AS count___
		FROM
		  (SELECT name,
		          open_year,
		          COUNT() AS n
		   FROM
		     (SELECT *
		      FROM
		        (SELECT *
		         FROM `museum`
		         WHERE (open_year <= 2013))
		      WHERE (open_year >= 2008))
		   GROUP BY name,
		            open_year)
		ORDER BY count___

	   count___
	0         1
Timeout while getting results...


Wrong output for fuzzied solution in instance db2csv/museum_visit/0003_dev (4330)
	EXPECTED OUTPUT ====

		SELECT avg(age)
		FROM visitor
		WHERE Level_of_membership <= 4

	  avg(age)
	0     None
	ACTUAL OUTPUT ====

		
		SELECT DISTINCT AVG(age) OVER () AS avg_age_
		FROM `visitor`
		WHERE (level_of_membership <= 4)
		ORDER BY avg_age_

	Empty DataFrame
	Columns: [avg_age_]
	Index: []
Error while executing solution for instance db2csv/museum_visit/0001_dev (4331)

(sqlite3.OperationalError) DISTINCT is not supported for window functions
[SQL: 
SELECT DISTINCT COUNT(DISTINCT age) OVER () AS count___
FROM `visitor`
WHERE (age > 30)
ORDER BY count___]
(Background on this error at: http://sqlalche.me/e/13/e3q8)
Wrong output for fuzzied solution in instance db2csv/museum_visit/0011_dev (4332)
	EXPECTED OUTPUT ====

		SELECT t2.Museum_ID,
		       t1.name
		FROM museum AS t1
		JOIN visit AS t2 ON t1.Museum_ID = t2.Museum_ID
		GROUP BY t2.Museum_ID
		ORDER BY count(*) DESC
		LIMIT 1

	   museum_id          name
	0          7  Plaza Museum
	ACTUAL OUTPUT ====

		
		SELECT museum_id,
		       name
		FROM
		  (SELECT *
		   FROM
		     (SELECT *
		      FROM
		        (SELECT museum_id,
		                name,
		                num_of_staff,
		                open_year,
		                museum_id_other,
		                museum_id AS n
		         FROM
		           (SELECT LHS.museum_id AS museum_id,
		                   LHS.name AS name,
		                   LHS.num_of_staff AS num_of_staff,
		                   LHS.open_year AS open_year,
		                   RHS.museum_id AS museum_id_other
		            FROM `museum` AS LHS
		            INNER JOIN
		              (SELECT museum_id,
		                      COUNT() AS n
		               FROM `visit`
		               GROUP BY museum_id) AS RHS ON (LHS.museum_id = RHS.n)))
		      ORDER BY num_of_staff)
		   LIMIT 1)

	   museum_id                 name
	0          4  Willow Grande Museu
Wrong output for fuzzied solution in instance db2csv/museum_visit/0017_dev (4333)
	EXPECTED OUTPUT ====

		SELECT count(*)
		FROM visitor
		WHERE id NOT IN
		    (SELECT t2.visitor_id
		     FROM museum AS t1
		     JOIN visit AS t2 ON t1.Museum_ID = t2.Museum_ID
		     WHERE t1.open_year > 2010)

	   count(*)
	0        19
	ACTUAL OUTPUT ====

		
		SELECT DISTINCT n_distinct AS count___
		FROM
		  (SELECT LHS.id AS id,
		          LHS.name AS name,
		          LHS.level_of_membership AS level_of_membership,
		          LHS.age AS age,
		          LHS.museum_id AS museum_id,
		          LHS.visitor_id AS visitor_id,
		          LHS.num_of_ticket AS num_of_ticket,
		          LHS.total_spent AS total_spent,
		          RHS.n_distinct AS n_distinct
		   FROM
		     (SELECT LHS.id AS id,
		             LHS.name AS name,
		             LHS.level_of_membership AS level_of_membership,
		             LHS.age AS age,
		             RHS.museum_id AS museum_id,
		             RHS.visitor_id AS visitor_id,
		             RHS.num_of_ticket AS num_of_ticket,
		             RHS.total_spent AS total_spent
		      FROM `visitor` AS LHS
		      CROSS JOIN `visit` AS RHS) AS LHS
		   CROSS JOIN
		     (SELECT COUNT(DISTINCT open_year) AS n_distinct
		      FROM `museum`
		      WHERE (open_year < 2010)) AS RHS)
		ORDER BY count___

	   count___
	0        14
Wrong output for fuzzied solution in instance db2csv/museum_visit/0016_dev (4334)
	EXPECTED OUTPUT ====

		SELECT t1.name
		FROM visitor AS t1
		JOIN visit AS t2 ON t1.id = t2.visitor_id
		JOIN museum AS t3 ON t3.Museum_ID = t2.Museum_ID
		WHERE t3.open_year < 2009 INTERSECT
		  SELECT t1.name
		  FROM visitor AS t1
		  JOIN visit AS t2 ON t1.id = t2.visitor_id
		  JOIN museum AS t3 ON t3.Museum_ID = t2.Museum_ID WHERE t3.open_year > 2011

	            name
	0  Fernando Gago
	1      Raúl Brow
	2     Raúl Brown
	ACTUAL OUTPUT ====

		
		SELECT name
		FROM
		  (SELECT LHS.id AS id,
		          LHS.name AS name,
		          LHS.level_of_membership AS level_of_membership,
		          LHS.age AS age,
		          RHS.museum_id AS museum_id,
		          RHS.num_of_ticket AS num_of_ticket,
		          RHS.total_spent AS total_spent,
		          RHS.name AS name_other,
		          RHS.num_of_staff AS num_of_staff,
		          RHS.open_year AS open_year
		   FROM `visitor` AS LHS
		   INNER JOIN
		     (SELECT *
		      FROM
		        (SELECT *
		         FROM
		           (SELECT LHS.museum_id AS museum_id,
		                   LHS.visitor_id AS visitor_id,
		                   LHS.num_of_ticket AS num_of_ticket,
		                   LHS.total_spent AS total_spent,
		                   RHS.name AS name,
		                   RHS.num_of_staff AS num_of_staff,
		                   RHS.open_year AS open_year
		            FROM `visit` AS LHS
		            INNER JOIN `museum` AS RHS ON (LHS.museum_id = RHS.museum_id))
		         WHERE (open_year <= 2011))
		      WHERE (open_year < 2009)) AS RHS ON (LHS.id = RHS.visitor_id))
		ORDER BY name

	                   name
	0           Arjen Robbe
	1           Arjen Robbe
	2           Arjen Robbe
	3         Fernando Gago
	4         Fernando Gago
	5             Raúl Brow
	6             Raúl Brow
	7            Raúl Brown
	8   eB5Fernando GagoveW
	9   eB5Fernando GagoveW
	10   gNjjNFernando Gago
	11   gNjjNFernando Gago
Wrong output for fuzzied solution in instance db2csv/museum_visit/0009_dev (4335)
	EXPECTED OUTPUT ====

		SELECT t1.id,
		       t1.name,
		       t1.age
		FROM visitor AS t1
		JOIN visit AS t2 ON t1.id = t2.visitor_id
		GROUP BY t1.id
		HAVING count(*) > 1

	            id                       name         age
	0            6  lM0FGRafael van der Vaart -7658281762
	1            3                 Raúl Brown          25
	2   4315295306             scY(dE5wTem7Sr          25
	3   9791598654  EbLOMRafael van der Vaart          25
	4           -1  Rafael van der VaartuDeq0          26
	5            1   w8hkRafael van der Vaart          26
	6    691357946        afael van der Vaart          26
	7   2594840456          I8(t3irQdl2WaVNQf          26
	8   2786793967        afael van der Vaart          26
	9   3367684478                  aúl Brown          26
	10  4824471154  hvYWYRafael van der Vaart          26
	11  1134077580            Guti Midfielder          27
	12  3136958324            )xhNFMxJSBydUcP          27
	13  4896002923       Guti MidfielderN(6t9          27
	14  5121930837       kVXD1Guti Midfielder          27
	15  5747368361              tgCynF9lK4634          27
	16  7256770177           7vXISYa (8TNpv7G          27
	17           0       Rafael van der Vaart          28
	18           2   Glt)F8rcwcRXPYTWHu6XNLUD          28
	19  1539492289            GvlIkaiZg649fgt          28
	20  7078398959       vtJ9mGuti Midfielder          28
	21  7297302933            Guti Midfielder          28
	22  9038996954           RmDRaúl BrownYLS          28
	23           4             Wbq7gMmGXSGS8S          29
	24           7             uti Midfielder          29
	25   155272674       Rafael van der Vaart          29
	26  9296440116            Guti Midfielder          29
	27  6633059633                 Raúl Brown          30
	28  5235430578            E9)EURaúl Brown  2435256428
	29           5                 Raúl Brown  4189765161
	30  5872830419                 lATzNEbtBN  6847205490
	ACTUAL OUTPUT ====

		
		SELECT DISTINCT id,
		                name,
		                age
		FROM
		  (SELECT id,
		          name,
		          level_of_membership,
		          age,
		          museum_id,
		          num_of_ticket,
		          total_spent,
		          visitor_id,
		          COUNT(*) OVER () AS n
		   FROM
		     (SELECT id,
		             name,
		             level_of_membership,
		             age,
		             museum_id,
		             num_of_ticket,
		             total_spent,
		             id AS visitor_id
		      FROM
		        (SELECT LHS.id AS id,
		                LHS.name AS name,
		                LHS.level_of_membership AS level_of_membership,
		                LHS.age AS age,
		                RHS.museum_id AS museum_id,
		                RHS.num_of_ticket AS num_of_ticket,
		                RHS.total_spent AS total_spent
		         FROM `visitor` AS LHS
		         INNER JOIN `visit` AS RHS ON (LHS.id = RHS.visitor_id))))
		WHERE (n >= 1)
		ORDER BY id

	            id                       name         age
	0            6  lM0FGRafael van der Vaart -7658281762
	1            3                 Raúl Brown          25
	2   4315295306             scY(dE5wTem7Sr          25
	3   9791598654  EbLOMRafael van der Vaart          25
	4           -1  Rafael van der VaartuDeq0          26
	5            1   w8hkRafael van der Vaart          26
	6    691357946        afael van der Vaart          26
	7   2594840456          I8(t3irQdl2WaVNQf          26
	8   2786793967        afael van der Vaart          26
	9   3367684478                  aúl Brown          26
	10  4824471154  hvYWYRafael van der Vaart          26
	11  1134077580            Guti Midfielder          27
	12  3136958324            )xhNFMxJSBydUcP          27
	13  4896002923       Guti MidfielderN(6t9          27
	14  5121930837       kVXD1Guti Midfielder          27
	15  5747368361              tgCynF9lK4634          27
	16  7256770177           7vXISYa (8TNpv7G          27
	17           0       Rafael van der Vaart          28
	18           2   Glt)F8rcwcRXPYTWHu6XNLUD          28
	19  1539492289            GvlIkaiZg649fgt          28
	20  7078398959       vtJ9mGuti Midfielder          28
	21  7297302933            Guti Midfielder          28
	22  9038996954           RmDRaúl BrownYLS          28
	23           4             Wbq7gMmGXSGS8S          29
	24           7             uti Midfielder          29
	25   155272674       Rafael van der Vaart          29
	26  9296440116            Guti Midfielder          29
	27  5930691547         Hx2Zg4w59gN8pkXk3V          30
	28  6633059633                 Raúl Brown          30
	29  5235430578            E9)EURaúl Brown  2435256428
	30           5                 Raúl Brown  4189765161
	31  5872830419                 lATzNEbtBN  6847205490
Error while getting results...

[Errno 2] No such file or directory: 'fuzzy_19582.sqlite3'
Wrong output for fuzzied solution in instance db2csv/museum_visit/0006_dev (4338)
	EXPECTED OUTPUT ====

		SELECT avg(num_of_staff)
		FROM museum
		WHERE open_year < 2009

	  avg(num_of_staff)
	0              None
	ACTUAL OUTPUT ====

		
		SELECT DISTINCT AVG(num_of_staff) OVER () AS avg_num_of_staff_
		FROM `museum`
		WHERE (open_year < 2009)
		ORDER BY avg_num_of_staff_

	Empty DataFrame
	Columns: [avg_num_of_staff_]
	Index: []
Wrong output for fuzzied solution in instance db2csv/museum_visit/0013_dev (4340)
	EXPECTED OUTPUT ====

		SELECT t1.name,
		       t1.age
		FROM visitor AS t1
