Starting log for run db2csv_beam_smbop_17_c20
(Background on this error at: http://sqlalche.me/e/13/e3q8)
No solution for instance db2csv/tvshow/0047_dev (4496)
Wrong output for base solution in instance db2csv/tvshow/0052_dev (4498)
	EXPECTED OUTPUT ====

		SELECT country
		FROM TV_Channel
		EXCEPT
		SELECT T1.country
		FROM TV_Channel AS T1
		JOIN cartoon AS T2 ON T1.id = T2.Channel
		WHERE T2.written_by = 'Todd Casey'

	  country
	0  Poland
	ACTUAL OUTPUT ====

		
		SELECT DISTINCT pixel_aspect_ratio_par AS country
		FROM
		  (SELECT *
		   FROM tv_channel AS LHS
		   WHERE NOT EXISTS
		       (SELECT 1
		        FROM cartoon AS RHS
		        WHERE (LHS.id = RHS.id) ))
		ORDER BY country

	      country
	0        16:9
	1         4:3
	2  4:3 / 16:9
Error while executing solution for instance db2csv/tvshow/0040_dev (4499)

(sqlite3.OperationalError) no such column: RHS.col_18_49_rating_share
[SQL: 
SELECT `series_name`
FROM
  (SELECT `id`,
          `series_name`,
          `country`,
          `language`,
          `content`,
          `pixel_aspect_ratio_par`,
          `hight_definition_tv`,
          `pay_per_view_ppv`,
          `package_option`,
          `id_other`,
          `episode`,
          `air_date`,
          `rating`,
          `share`,
          `col_18_49_rating_share`,
          `viewers_m`,
          `weekly_rank`,
          `id` AS `channel`
   FROM
     (SELECT `LHS`.`id` AS `id`,
             `LHS`.`series_name` AS `series_name`,
             `LHS`.`country` AS `country`,
             `LHS`.`language` AS `language`,
             `LHS`.`content` AS `content`,
             `LHS`.`pixel_aspect_ratio_par` AS `pixel_aspect_ratio_par`,
             `LHS`.`hight_definition_tv` AS `hight_definition_tv`,
             `LHS`.`pay_per_view_ppv` AS `pay_per_view_ppv`,
             `LHS`.`package_option` AS `package_option`,
             `RHS`.`id` AS `id_other`,
             `RHS`.`episode` AS `episode`,
             `RHS`.`air_date` AS `air_date`,
             `RHS`.`rating` AS `rating`,
             `RHS`.`share` AS `share`,
             `RHS`.`col_18_49_rating_share` AS `col_18_49_rating_share`,
             `RHS`.`viewers_m` AS `viewers_m`,
             `RHS`.`weekly_rank` AS `weekly_rank`
      FROM `tv_channel` AS `LHS`
      INNER JOIN `tv_series` AS `RHS` ON (`LHS`.`id` = `RHS`.`channel`)))
WHERE (`episode` = 'A Love of a Lifetime')
ORDER BY series_name]
(Background on this error at: http://sqlalche.me/e/13/e3q8)
Wrong output for base solution in instance db2csv/tvshow/0059_dev (4503)
	EXPECTED OUTPUT ====

	     id
	0   701
	1   703
	2   705
	3   706
	4   708
	5   709
	6   713
	7   714
	8   715
	9   717
	10  719
	ACTUAL OUTPUT ====

		SELECT id
		FROM TV_Channel
		EXCEPT
		SELECT channel
		FROM cartoon
		WHERE directed_by = 'Ben Jones'

	     id
	0   701
	1   703
	2   705
	3   706
	4   708
	5   709
	6   713
	7   714
	8   715
	9   717
	10  719
Wrong output for ground truth in instance db2csv/tvshow/0059_dev (4503)
Wrong output for base solution in instance db2csv/tvshow/0051_dev (4504)
	EXPECTED OUTPUT ====

		SELECT country
		FROM TV_Channel
		EXCEPT
		SELECT T1.country
		FROM TV_Channel AS T1
		JOIN cartoon AS T2 ON T1.id = T2.Channel
		WHERE T2.written_by = 'Todd Casey'

	  country
	0  Poland
	ACTUAL OUTPUT ====

		
		SELECT DISTINCT pixel_aspect_ratio_par AS country
		FROM tv_channel
		ORDER BY country

	      country
	0        16:9
	1         4:3
	2  4:3 / 16:9
Wrong output for fuzzied solution in instance db2csv/tvshow/0022_dev (4505)
	EXPECTED OUTPUT ====

		SELECT LANGUAGE,
		       count(*)
		FROM TV_Channel
		GROUP BY LANGUAGE
		ORDER BY count(*) ASC
		LIMIT 1;

	       language  count(*)
	0  ))HvKItalian         1
	ACTUAL OUTPUT ====

		
		SELECT LANGUAGE,
		       id AS count___
		FROM
		  (SELECT *
		   FROM
		     (SELECT id,
		             title,
		             directed_by,
		             written_by,
		             original_air_date,
		             production_code,
		             channel,
		             LANGUAGE,
		             id AS n
		      FROM
		        (SELECT LHS.id AS id,
		                LHS.title AS title,
		                LHS.directed_by AS directed_by,
		                LHS.written_by AS written_by,
		                LHS.original_air_date AS original_air_date,
		                LHS.production_code AS production_code,
		                LHS.channel AS channel,
		                RHS.language AS LANGUAGE
		         FROM cartoon AS LHS
		         INNER JOIN
		           (SELECT LANGUAGE,
		                   COUNT() AS n
		            FROM tv_channel
		            GROUP BY LANGUAGE) AS RHS ON (LHS.id = RHS.n))) AS LHS
		   WHERE NOT EXISTS
		       (SELECT 1
		        FROM tv_series AS RHS
		        WHERE (LHS.channel = RHS.channel) ))
		ORDER BY LANGUAGE

	  language  count___
	0  English      12.0
Wrong output for fuzzied solution in instance db2csv/tvshow/0013_dev (4506)
	EXPECTED OUTPUT ====

		SELECT count(DISTINCT series_name),
		       count(DISTINCT content)
		FROM TV_Channel;

	   count(distinct series_name)  count(distinct content)
	0                           39                       26
	ACTUAL OUTPUT ====

		
		SELECT n_distinct AS count_distinct_series_name_,
		       COUNT(*) OVER () AS count_distinct_content_
		FROM
		  (SELECT COUNT(DISTINCT series_name) AS n_distinct
		   FROM tv_channel)
		ORDER BY count_distinct_series_name_

	   count_distinct_series_name_  count_distinct_content_
	0                           39                        1
Wrong output for fuzzied solution in instance db2csv/tvshow/0014_dev (4507)
	EXPECTED OUTPUT ====

		SELECT count(DISTINCT series_name),
		       count(DISTINCT content)
		FROM TV_Channel;

	   count(distinct series_name)  count(distinct content)
	0                           39                       26
	ACTUAL OUTPUT ====

		
		SELECT n_distinct AS count_distinct_series_name_,
		       COUNT(*) OVER () AS count_distinct_content_
		FROM
		  (SELECT COUNT(DISTINCT series_name) AS n_distinct
		   FROM tv_channel)
		ORDER BY count_distinct_series_name_

	   count_distinct_series_name_  count_distinct_content_
	0                           39                        1
Wrong output for base solution in instance db2csv/tvshow/0031_dev (4508)
	EXPECTED OUTPUT ====

	                episode  rating
	0  A Love of a Lifetime     5.8
	1        Friendly Skies     5.3
	2            Game Three     4.4
	ACTUAL OUTPUT ====

		SELECT Episode,
		       Rating
		FROM TV_series
		ORDER BY Rating DESC
		LIMIT 3;

	                episode rating
	0  A Love of a Lifetime    5.8
	1        Friendly Skies    5.3
	2            Game Three    4.4
Wrong output for ground truth in instance db2csv/tvshow/0031_dev (4508)
No solution for instance db2csv/tvshow/0007_dev (4509)
No solution for instance db2csv/tvshow/0010_dev (4511)
No solution for instance db2csv/tvshow/0044_dev (4512)
Wrong output for base solution in instance db2csv/tvshow/0056_dev (4513)
	EXPECTED OUTPUT ====

	   pixel_aspect_ratio_par country
	0                     NaT   Italy
	1                     NaT   Italy
	2                     NaT   Italy
	3                     NaT   Italy
	4                     NaT   Italy
	5                     NaT   Italy
	6                     NaT   Italy
	7                     NaT   Italy
	8                     NaT   Italy
	9                     NaT   Italy
	10                    NaT   Italy
	11                    NaT   Italy
	ACTUAL OUTPUT ====

		SELECT Pixel_aspect_ratio_PAR,
		       country
		FROM tv_channel
		WHERE LANGUAGE != 'English'

	   pixel_aspect_ratio_par country
	0                    16:9   Italy
	1                    16:9   Italy
	2                    16:9   Italy
	3                     4:3   Italy
	4                     4:3   Italy
	5                     4:3   Italy
	6                     4:3   Italy
	7                     4:3   Italy
	8                     4:3   Italy
	9              4:3 / 16:9   Italy
	10             4:3 / 16:9   Italy
	11             4:3 / 16:9   Italy
Wrong output for ground truth in instance db2csv/tvshow/0056_dev (4513)
No solution for instance db2csv/tvshow/0025_dev (4515)
Wrong output for base solution in instance db2csv/tvshow/0032_dev (4519)
	EXPECTED OUTPUT ====

	                episode  rating
	0  A Love of a Lifetime     5.8
	1        Friendly Skies     5.3
	2            Game Three     4.4
	ACTUAL OUTPUT ====

		SELECT Episode,
		       Rating
		FROM TV_series
		ORDER BY Rating DESC
		LIMIT 3;

	                episode rating
	0  A Love of a Lifetime    5.8
	1        Friendly Skies    5.3
	2            Game Three    4.4
Wrong output for ground truth in instance db2csv/tvshow/0032_dev (4519)
No solution for instance db2csv/world_1/0060_dev (4522)
No solution for instance db2csv/world_1/0084_dev (4523)
No solution for instance db2csv/world_1/0063_dev (4524)
Wrong output for base solution in instance db2csv/world_1/0021_dev (4525)
	EXPECTED OUTPUT ====

		SELECT sum(Population),
		       max(GNP)
		FROM country
		WHERE Continent = "Asia"

	   sum(population)   max(gnp)
	0       3705025700  3787042.0
	ACTUAL OUTPUT ====

		
		SELECT DISTINCT `indepyear` AS `sum_population_`,
		                `maxgnp` AS `max_gnp_`
		FROM
		  (SELECT *
		   FROM
		     (SELECT `code`,
		             `name`,
		             `continent`,
		             `region`,
		             `surfacearea`,
		             `indepyear`,
		             `population`,
		             `lifeexpectancy`,
		             `gnp`,
		             `gnpold`,
		             `localname`,
		             `governmentform`,
		             `headofstate`,
		             `capital`,
		             `code2`,
		             `sumgnp`,
		             MAX(`gnp`) OVER () AS `maxgnp`
		      FROM
		        (SELECT `code`,
		                `name`,
		                `continent`,
		                `region`,
		                `surfacearea`,
		                `indepyear`,
		                `population`,
		                `lifeexpectancy`,
		                `gnp`,
		                `gnpold`,
		                `localname`,
		                `governmentform`,
		                `headofstate`,
		                `capital`,
		                `code2`,
		                SUM(`gnp`) OVER () AS `sumgnp`
		         FROM
		           (SELECT *
		            FROM `country`
		            WHERE (`continent` = 'Asia')))) AS `LHS`
		   WHERE NOT EXISTS
		       (SELECT 1
		        FROM
		          (SELECT *
		           FROM `country`
		           WHERE (`continent` = 'Asia')) AS RHS
		        WHERE (LHS.headofstate = RHS.headofstate
		               AND LHS.indepyear = RHS.indepyear) ))
		ORDER BY sum_population_

	  sum_population_   max_gnp_
	0            None  3787042.0
No solution for instance db2csv/world_1/0103_dev (4526)
No solution for instance db2csv/world_1/0058_dev (4527)
No solution for instance db2csv/world_1/0107_dev (4528)
Wrong output for base solution in instance db2csv/world_1/0039_dev (4531)
	EXPECTED OUTPUT ====

	     name
	0  Canada
	ACTUAL OUTPUT ====

		SELECT T1.Name
		FROM country AS T1
		JOIN countrylanguage AS T2 ON T1.Code = T2.CountryCode
		GROUP BY T1.Name
		ORDER BY COUNT(*) DESC
		LIMIT 1

	            name
	0  United States
Wrong output for ground truth in instance db2csv/world_1/0039_dev (4531)
No solution for instance db2csv/world_1/0088_dev (4532)
No solution for instance db2csv/world_1/0081_dev (4533)
No solution for instance db2csv/world_1/0096_dev (4534)
No solution for instance db2csv/world_1/0029_dev (4535)
No solution for instance db2csv/world_1/0083_dev (4536)
No solution for instance db2csv/world_1/0054_dev (4537)
No solution for instance db2csv/world_1/0048_dev (4538)
No solution for instance db2csv/world_1/0101_dev (4539)
No solution for instance db2csv/world_1/0099_dev (4540)
Wrong output for fuzzied solution in instance db2csv/world_1/0037_dev (4541)
	EXPECTED OUTPUT ====

		SELECT COUNT(*)
		FROM country AS T1
		JOIN countrylanguage AS T2 ON T1.Code = T2.CountryCode
		WHERE T1.Name = "Afghanistan"
		  AND IsOfficial = "T"

	   count(*)
	0         1
	ACTUAL OUTPUT ====

		
		SELECT n_distinct AS count___
		FROM
		  (SELECT COUNT(DISTINCT isofficial) AS n_distinct
		   FROM countrylanguage)
		ORDER BY count___

	   count___
	0        51
No solution for instance db2csv/world_1/0012_dev (4542)
Wrong output for fuzzied solution in instance db2csv/world_1/0038_dev (4543)
	EXPECTED OUTPUT ====

		SELECT COUNT(*)
		FROM country AS T1
		JOIN countrylanguage AS T2 ON T1.Code = T2.CountryCode
		WHERE T1.Name = "Afghanistan"
		  AND IsOfficial = "T"

	   count(*)
	0         1
	ACTUAL OUTPUT ====

		
		SELECT n_distinct AS count___
		FROM
		  (SELECT COUNT(DISTINCT isofficial) AS n_distinct
		   FROM countrylanguage)
		ORDER BY count___

	   count___
	0        51
No solution for instance db2csv/world_1/0036_dev (4544)
No solution for instance db2csv/world_1/0053_dev (4546)
No solution for instance db2csv/world_1/0104_dev (4547)
Error while getting results...

[Errno 2] No such file or directory: 'fuzzy_11136.sqlite3'
No solution for instance db2csv/world_1/0087_dev (4554)
No solution for instance db2csv/world_1/0061_dev (4555)
No solution for instance db2csv/world_1/0064_dev (4556)
Wrong output for fuzzied solution in instance db2csv/world_1/0043_dev (4557)
	EXPECTED OUTPUT ====

		SELECT COUNT(*)
		FROM
		  (SELECT T1.Name
		   FROM country AS T1
		   JOIN countrylanguage AS T2 ON T1.Code = T2.CountryCode
		   WHERE T2.Language = "English" INTERSECT
		     SELECT T1.Name
		     FROM country AS T1
		     JOIN countrylanguage AS T2 ON T1.Code = T2.CountryCode WHERE T2.Language = "Dutch")

	   count(*)
	0         2
	ACTUAL OUTPUT ====

		
		SELECT `n` AS `count___`
		FROM
		  (SELECT COUNT() AS `n`
		   FROM
		     (SELECT *
		      FROM
		        (SELECT *
		         FROM `countrylanguage`
		         WHERE (`language` != 'English')) AS `LHS`
		      WHERE NOT EXISTS
		          (SELECT 1
		           FROM
		             (SELECT *
		              FROM
		                (SELECT *
		                 FROM `countrylanguage`
		                 WHERE (`language` != 'English'))
		              WHERE (`language` != 'Dutch')) AS RHS
		           WHERE (LHS.isofficial = RHS.isofficial
		                  AND LHS.percentage = RHS.percentage) )))
		ORDER BY count___

	   count___
	0         4
No solution for instance db2csv/world_1/0110_dev (4558)
No solution for instance db2csv/world_1/0011_dev (4559)
No solution for instance db2csv/world_1/0042_dev (4560)
Error while executing solution for instance db2csv/world_1/0117_dev (4561)

(sqlite3.OperationalError) DISTINCT is not supported for window functions
[SQL: 
SELECT COUNT(DISTINCT `language`) OVER () AS `count___`,
                                       `percentage` AS `max_percentage_`
FROM `countrylanguage`
WHERE (`language` = 'Spanish')
ORDER BY count___]
(Background on this error at: http://sqlalche.me/e/13/e3q8)
Error while getting results...

[Errno 2] No such file or directory: 'fuzzy_11136.sqlite3'
No solution for instance db2csv/world_1/0116_dev (4563)
No solution for instance db2csv/world_1/0024_dev (4564)
Error while getting results...

[Errno 2] No such file or directory: 'fuzzy_11136.sqlite3'
No solution for instance db2csv/world_1/0062_dev (4567)
No solution for instance db2csv/world_1/0066_dev (4569)
No solution for instance db2csv/world_1/0114_dev (4570)
No solution for instance db2csv/world_1/0102_dev (4572)
No solution for instance db2csv/world_1/0026_dev (4573)
No solution for instance db2csv/world_1/0045_dev (4574)
No solution for instance db2csv/world_1/0098_dev (4575)
No solution for instance db2csv/world_1/0035_dev (4576)
No solution for instance db2csv/world_1/0016_dev (4577)
No solution for instance db2csv/world_1/0095_dev (4578)
Error while executing solution for instance db2csv/world_1/0118_dev (4581)

(sqlite3.OperationalError) DISTINCT is not supported for window functions
[SQL: 
SELECT COUNT(DISTINCT `language`) OVER () AS `count___`,
                                       `percentage` AS `max_percentage_`
FROM `countrylanguage`
WHERE (`language` = 'Spanish')
ORDER BY count___]
(Background on this error at: http://sqlalche.me/e/13/e3q8)
Wrong output for fuzzied solution in instance db2csv/world_1/0092_dev (4582)
	EXPECTED OUTPUT ====

		SELECT COUNT(T2.Language),
		       T1.Name
		FROM country AS T1
		JOIN countrylanguage AS T2 ON T1.Code = T2.CountryCode
		GROUP BY T1.Name
		HAVING COUNT(*) > 2

	    count(t2.language)                    name
	0                    3           zech Republic
	1                    4     Czech RepublictDdnG
	2                    5                    Laos
	3                    5    ruGCzech Republicb1e
	4                    6    (YoCzech Republic8nt
	5                    6  V8RChristmas IslandX5o
	6                    6         hristmas Island
	7                    8     (E14UCzech Republic
	8                    8    0J2Czech RepublicQ9B
	9                   15        Christmas Island
	10                  26          Czech Republic
	ACTUAL OUTPUT ====

		
		SELECT n AS count_t2_language_,
		       name
		FROM
		  (SELECT countrycode,
		          name,
		          COUNT() AS n
		   FROM
		     (SELECT countrycode,
		             LANGUAGE,
		             isofficial,
		             percentage,
		             name,
		             continent,
		             region,
		             surfacearea,
		             indepyear,
		             population,
		             lifeexpectancy,
		             gnp,
		             gnpold,
		             localname,
		             governmentform,
		             headofstate,
		             capital,
		             code2,
		             countrycode AS code
		      FROM
		        (SELECT LHS.countrycode AS countrycode,
		                LHS.language AS LANGUAGE,
		                LHS.isofficial AS isofficial,
		                LHS.percentage AS percentage,
		                RHS.name AS name,
		                RHS.continent AS continent,
		                RHS.region AS region,
		                RHS.surfacearea AS surfacearea,
		                RHS.indepyear AS indepyear,
		                RHS.population AS population,
		                RHS.lifeexpectancy AS lifeexpectancy,
		                RHS.gnp AS gnp,
		                RHS.gnpold AS gnpold,
		                RHS.localname AS localname,
		                RHS.governmentform AS governmentform,
		                RHS.headofstate AS headofstate,
		                RHS.capital AS capital,
		                RHS.code2 AS code2
		         FROM countrylanguage AS LHS
		         INNER JOIN country AS RHS ON (LHS.countrycode = RHS.code)))
		   GROUP BY countrycode,
		            name)
		WHERE (n > 2.0)
		ORDER BY count_t2_language_

	    count_t2_language_                    name
	0                    3           zech Republic
	1                    4        Christmas Island
	2                    4        Christmas Island
	3                    4          Czech Republic
	4                    4     Czech RepublictDdnG
	5                    5                    Laos
	6                    5    ruGCzech Republicb1e
	7                    6    (YoCzech Republic8nt
	8                    6        Christmas Island
	9                    6          Czech Republic
	10                   6  V8RChristmas IslandX5o
	11                   6         hristmas Island
	12                   7          Czech Republic
	13                   7          Czech Republic
	14                   8     (E14UCzech Republic
	15                   8    0J2Czech RepublicQ9B
No solution for instance db2csv/world_1/0065_dev (4583)
No solution for instance db2csv/world_1/0055_dev (4585)
No solution for instance db2csv/world_1/0046_dev (4586)
No solution for instance db2csv/world_1/0057_dev (4587)
No solution for instance db2csv/world_1/0074_dev (4588)
Wrong output for fuzzied solution in instance db2csv/world_1/0008_dev (4589)
	EXPECTED OUTPUT ====

		SELECT Continent
		FROM country
		WHERE Name = "Anguilla"

	  continent
	0    Oceani
	ACTUAL OUTPUT ====

		
		SELECT `continent`
		FROM
		  (SELECT *
		   FROM `country`
		   WHERE (`localname` = 'Anguilla'))
		WHERE (`name` = 'Anguilla')
		ORDER BY continent

	Empty DataFrame
	Columns: [continent]
	Index: []
Wrong output for base solution in instance db2csv/world_1/0041_dev (4590)
	EXPECTED OUTPUT ====

		SELECT T1.Continent
		FROM country AS T1
		JOIN countrylanguage AS T2 ON T1.Code = T2.CountryCode
		GROUP BY T1.Continent
		ORDER BY COUNT(*) DESC
		LIMIT 1

	  continent
	0    Africa
	ACTUAL OUTPUT ====

		
		SELECT DISTINCT continent
		FROM
		  (SELECT *
		   FROM
		     (SELECT countrycode,
		             LANGUAGE,
		             isofficial,
		             percentage,
		             name,
		             continent,
		             region,
		             surfacearea,
		             indepyear,
		             population,
		             lifeexpectancy,
		             gnp,
		             gnpold,
		             localname,
		             governmentform,
		             headofstate,
		             capital,
		             code2,
		             countrycode AS code
		      FROM
		        (SELECT LHS.countrycode AS countrycode,
		                LHS.language AS LANGUAGE,
		                LHS.isofficial AS isofficial,
		                LHS.percentage AS percentage,
		                RHS.name AS name,
		                RHS.continent AS continent,
		                RHS.region AS region,
		                RHS.surfacearea AS surfacearea,
		                RHS.indepyear AS indepyear,
		                RHS.population AS population,
		                RHS.lifeexpectancy AS lifeexpectancy,
		                RHS.gnp AS gnp,
		                RHS.gnpold AS gnpold,
		                RHS.localname AS localname,
		                RHS.governmentform AS governmentform,
		                RHS.headofstate AS headofstate,
		                RHS.capital AS capital,
		                RHS.code2 AS code2
		         FROM countrylanguage AS LHS
		         INNER JOIN country AS RHS ON (LHS.countrycode = RHS.code))) AS LHS
		   WHERE NOT EXISTS
		       (SELECT 1
		        FROM country AS RHS
		        WHERE (LHS.code = RHS.code
		               AND LHS.code2 = RHS.code2) ))
		ORDER BY continent

	Empty DataFrame
	Columns: [continent]
	Index: []
Wrong output for fuzzied solution in instance db2csv/world_1/0019_dev (4591)
	EXPECTED OUTPUT ====

		SELECT Name
		FROM country
		WHERE Continent = "Asia"
		ORDER BY LifeExpectancy
		LIMIT 1

	     name
	0  Latvia
	ACTUAL OUTPUT ====

		
		SELECT `name`
		FROM
		  (SELECT `code`,
		          `name`,
		          `continent`,
		          `region`,
		          `surfacearea`,
		          `indepyear`,
		          `population`,
		          `lifeexpectancy`,
		          `gnp`,
		          `gnpold`,
		          `localname`,
		          `governmentform`,
		          `headofstate`,
		          `capital`,
		          `code2`,
		          MIN(`lifeexpectancy`) OVER () AS `minlifeexpectancy`
		   FROM
		     (SELECT *
		      FROM `country`
		      WHERE (`continent` = 'Asia')))
		WHERE (minlifeexpectancy = lifeexpectancy)
		ORDER BY name

	      name
	0   Latvia
	1  Myanmar
No solution for instance db2csv/world_1/0047_dev (4592)
Wrong output for fuzzied solution in instance db2csv/world_1/0052_dev (4594)
	EXPECTED OUTPUT ====

		SELECT DISTINCT T1.Region
		FROM country AS T1
		JOIN countrylanguage AS T2 ON T1.Code = T2.CountryCode
		WHERE T2.Language = "English"
		  OR T2.Language = "Dutch"

	                region
	0      Central America
	1        South America
	2  dkPxCWestern Africa
	3    gvCMiddle East3L1
	ACTUAL OUTPUT ====

		
		SELECT DISTINCT `region`
		FROM
		  (SELECT `code`,
		          `name`,
		          `continent`,
		          `region`,
		          `surfacearea`,
		          `indepyear`,
		          `population`,
		          `lifeexpectancy`,
		          `gnp`,
		          `gnpold`,
		          `localname`,
		          `governmentform`,
		          `headofstate`,
		          `capital`,
		          `code2`,
		          `language`,
		          `isofficial`,
		          `percentage`,
		          `code` AS `countrycode`
		   FROM
		     (SELECT `LHS`.`code` AS `code`,
		             `LHS`.`name` AS `name`,
		             `LHS`.`continent` AS `continent`,
		             `LHS`.`region` AS `region`,
		             `LHS`.`surfacearea` AS `surfacearea`,
		             `LHS`.`indepyear` AS `indepyear`,
		             `LHS`.`population` AS `population`,
		             `LHS`.`lifeexpectancy` AS `lifeexpectancy`,
		             `LHS`.`gnp` AS `gnp`,
		             `LHS`.`gnpold` AS `gnpold`,
		             `LHS`.`localname` AS `localname`,
		             `LHS`.`governmentform` AS `governmentform`,
		             `LHS`.`headofstate` AS `headofstate`,
		             `LHS`.`capital` AS `capital`,
		             `LHS`.`code2` AS `code2`,
		             `RHS`.`language` AS `language`,
		             `RHS`.`isofficial` AS `isofficial`,
		             `RHS`.`percentage` AS `percentage`
		      FROM `country` AS `LHS`
		      INNER JOIN
		        (SELECT *
		         FROM `countrylanguage`
		         WHERE (`language` != 'Dutch')) AS `RHS` ON (`LHS`.`code` = `RHS`.`countrycode`)))
		WHERE (`language` = 'English')
		ORDER BY region

	              region
	0    Central America
	1  gvCMiddle East3L1
No solution for instance db2csv/world_1/0075_dev (4595)
Wrong output for base solution in instance db2csv/world_1/0040_dev (4596)
	EXPECTED OUTPUT ====

	     name
	0  Canada
	ACTUAL OUTPUT ====

		SELECT T1.Name
		FROM country AS T1
		JOIN countrylanguage AS T2 ON T1.Code = T2.CountryCode
		GROUP BY T1.Name
		ORDER BY COUNT(*) DESC
		LIMIT 1

	            name
	0  United States
Wrong output for ground truth in instance db2csv/world_1/0040_dev (4596)
Error while getting results...

[Errno 2] No such file or directory: 'fuzzy_11136.sqlite3'
Wrong output for base solution in instance db2csv/world_1/0069_dev (4598)
	EXPECTED OUTPUT ====

		SELECT count(DISTINCT T2.Language)
		FROM country AS T1
		JOIN countrylanguage AS T2 ON T1.Code = T2.CountryCode
		WHERE IndepYear < 1930
		  AND T2.IsOfficial = "T"

	   count(distinct t2.language)
	0                           40
	ACTUAL OUTPUT ====

		
		SELECT n_distinct AS count_distinct_t2_language_
		FROM
		  (SELECT COUNT(DISTINCT indepyear) AS n_distinct
		   FROM
		     (SELECT *
		      FROM country AS LHS
		      WHERE NOT EXISTS
		          (SELECT 1
		           FROM
		             (SELECT *
		              FROM country
		              WHERE (indepyear <= 1930.0)) AS RHS
		           WHERE (LHS.localname = RHS.localname
		                  AND LHS.region = RHS.region) )))
		ORDER BY count_distinct_t2_language_

	   count_distinct_t2_language_
	0                           39
No solution for instance db2csv/world_1/0004_dev (4599)
No solution for instance db2csv/world_1/0113_dev (4600)
No solution for instance db2csv/world_1/0068_dev (4601)
Error while getting results...

[Errno 2] No such file or directory: 'fuzzy_11136.sqlite3'
No solution for instance db2csv/world_1/0030_dev (4603)
No solution for instance db2csv/world_1/0085_dev (4604)
Wrong output for fuzzied solution in instance db2csv/world_1/0089_dev (4606)
	EXPECTED OUTPUT ====

		SELECT Name,
		       population,
		       HeadOfState
		FROM country
		ORDER BY SurfaceArea DESC
		LIMIT 1

	              name  population     headofstate
	0  0kcJnAntarctica    75967002  George W. Bush
	ACTUAL OUTPUT ====

		
		SELECT name,
		       population,
		       headofstate
		FROM
		  (SELECT *
		   FROM country AS LHS
		   WHERE EXISTS
		       (SELECT 1
		        FROM
		          (SELECT code,
		                  name,
		                  continent,
		                  region,
		                  MAX(surfacearea) OVER () AS surfacearea,
		                                        indepyear,
		                                        population,
		                                        lifeexpectancy,
		                                        gnp,
		                                        gnpold,
		                                        localname,
		                                        governmentform,
		                                        headofstate,
		                                        capital,
		                                        code2
		           FROM country) AS RHS
		        WHERE (LHS.code = RHS.code
		               AND LHS.name = RHS.name
		               AND LHS.continent = RHS.continent
		               AND LHS.region = RHS.region
		               AND LHS.surfacearea = RHS.surfacearea
		               AND LHS.indepyear = RHS.indepyear
		               AND LHS.population = RHS.population
		               AND LHS.lifeexpectancy = RHS.lifeexpectancy
		               AND LHS.gnp = RHS.gnp
		               AND LHS.gnpold = RHS.gnpold
		               AND LHS.localname = RHS.localname
		               AND LHS.governmentform = RHS.governmentform
		               AND LHS.headofstate = RHS.headofstate
		               AND LHS.capital = RHS.capital
		               AND LHS.code2 = RHS.code2) ))
		ORDER BY name

	                   name  population                         headofstate
	0  XpcAmerican SamoazBz    10235998                     Bashar al-Assad
	1             Antarctic    10236000  Carlos Roberto Flores Facussé0kj9J
	2       0kcJnAntarctica    75967002                      George W. Bush
	3         Ekg5uTanzania   212107002                      ashar al-Assad
No solution for instance db2csv/world_1/0059_dev (4607)
Wrong output for fuzzied solution in instance db2csv/world_1/0051_dev (4608)
	EXPECTED OUTPUT ====

		SELECT DISTINCT T1.Region
		FROM country AS T1
		JOIN countrylanguage AS T2 ON T1.Code = T2.CountryCode
		WHERE T2.Language = "English"
		  OR T2.Language = "Dutch"

	                region
	0      Central America
	1        South America
	2  dkPxCWestern Africa
	3    gvCMiddle East3L1
	ACTUAL OUTPUT ====

		
		SELECT DISTINCT `region`
		FROM
		  (SELECT `LHS`.`countrycode` AS `countrycode`,
		          `LHS`.`language` AS `language`,
		          `LHS`.`isofficial` AS `isofficial`,
		          `LHS`.`percentage` AS `percentage`,
		          `RHS`.`name` AS `name`,
		          `RHS`.`continent` AS `continent`,
		          `RHS`.`region` AS `region`,
		          `RHS`.`surfacearea` AS `surfacearea`,
		          `RHS`.`indepyear` AS `indepyear`,
		          `RHS`.`population` AS `population`,
		          `RHS`.`lifeexpectancy` AS `lifeexpectancy`,
		          `RHS`.`gnp` AS `gnp`,
		          `RHS`.`gnpold` AS `gnpold`,
		          `RHS`.`localname` AS `localname`,
		          `RHS`.`governmentform` AS `governmentform`,
		          `RHS`.`headofstate` AS `headofstate`,
		          `RHS`.`capital` AS `capital`,
		          `RHS`.`code2` AS `code2`
		   FROM
		     (SELECT *
		      FROM
		        (SELECT *
		         FROM `countrylanguage`
		         WHERE (`language` != 'Dutch'))
		      WHERE (`language` = 'English')) AS LHS
		   INNER JOIN country AS RHS ON (LHS.countrycode = RHS.code))
		ORDER BY region

	              region
	0    Central America
	1  gvCMiddle East3L1
Wrong output for base solution in instance db2csv/world_1/0022_dev (4609)
	EXPECTED OUTPUT ====

		SELECT sum(Population),
		       max(GNP)
		FROM country
		WHERE Continent = "Asia"

	   sum(population)   max(gnp)
