Starting log for run smbop

	  pettype  avg( student.age )  max( student.age )
	0     cat                18.0                  18
	1     dog                19.0                  19
Error while checking base solution in instance db2csv/pets_1/0027_dev (4509)

Length mismatch: Expected axis has 2 elements, new values have 3 elements
Wrong output for base solution in instance db2csv/pets_1/0020_dev (4510)
	EXPECTED OUTPUT ====

		SELECT stuid
		FROM student
		EXCEPT
		SELECT T1.stuid
		FROM student AS T1
		JOIN has_pet AS T2 ON T1.stuid = T2.stuid
		JOIN pets AS T3 ON T3.petid = T2.petid
		WHERE T3.pettype = 'cat'

	    stuid
	0    1002
	1    1003
	2    1004
	3    1005
	4    1006
	5    1007
	6    1008
	7    1009
	8    1010
	9    1011
	10   1012
	11   1014
	12   1015
	13   1016
	14   1017
	15   1018
	16   1019
	17   1020
	18   1021
	19   1022
	20   1023
	21   1024
	22   1025
	23   1026
	24   1027
	25   1028
	26   1029
	27   1030
	28   1031
	29   1032
	30   1033
	31   1034
	32   1035
	ACTUAL OUTPUT ====

		SELECT student.stuid FROM student EXCEPT SELECT has_pet.stuid FROM has_pet JOIN pets ON has_pet.petid = pets.petid WHERE pets.pettype = 'cats'

	    stuid
	0    1001
	1    1002
	2    1003
	3    1004
	4    1005
	5    1006
	6    1007
	7    1008
	8    1009
	9    1010
	10   1011
	11   1012
	12   1014
	13   1015
	14   1016
	15   1017
	16   1018
	17   1019
	18   1020
	19   1021
	20   1022
	21   1023
	22   1024
	23   1025
	24   1026
	25   1027
	26   1028
	27   1029
	28   1030
	29   1031
	30   1032
	31   1033
	32   1034
	33   1035
Wrong output for fuzzied solution in instance db2csv/pets_1/0007_dev (4512)
	EXPECTED OUTPUT ====

		SELECT count(*)
		FROM student AS T1
		JOIN has_pet AS T2 ON T1.stuid = T2.stuid
		WHERE T1.age > 20

	   count(*)
	0        19
	ACTUAL OUTPUT ====

		SELECT COUNT( DISTINCT has_pet.petid ) FROM student JOIN has_pet ON student.stuid = has_pet.stuid WHERE student.age > 20

	   count( distinct has_pet.petid )
	0                                7
Wrong output for base solution in instance db2csv/pets_1/0015_dev (4513)
	EXPECTED OUTPUT ====

		select t1.fname
		from student as t1
		join has_pet as t2 on t1.stuid = t2.stuid
		join pets as t3 on t3.petid = t2.petid
		where t3.pettype = 'cat' intersect
		  select t1.fname
		  from student as t1
		  join has_pet as t2 on t1.stuid = t2.stuid
		  join pets as t3 on t3.petid = t2.petid where t3.pettype = 'dog'

	Empty DataFrame
	Columns: [fname]
	Index: []
	ACTUAL OUTPUT ====

		SELECT student.fname FROM student WHERE student.stuid IN (SELECT has_pet.stuid FROM has_pet JOIN pets ON has_pet.petid = pets.petid WHERE pets.pettype = 'dog')

	   fname
	0  Tracy
Error while checking base solution in instance db2csv/pets_1/0036_dev (4516)

Length mismatch: Expected axis has 3 elements, new values have 2 elements
Wrong output for base solution in instance db2csv/pets_1/0039_dev (4517)
	EXPECTED OUTPUT ====

		SELECT T1.lname
		FROM student AS T1
		JOIN has_pet AS T2 ON T1.stuid = T2.stuid
		JOIN pets AS T3 ON T3.petid = T2.petid
		WHERE T3.pet_age = 3
		  AND T3.pettype = 'cat'

	   lname
	0  Smith
	ACTUAL OUTPUT ====

		SELECT student.lname FROM has_pet JOIN pets ON has_pet.petid = pets.petid JOIN student ON has_pet.stuid = student.stuid WHERE pets.pettype = 'cat' AND student.age = 3

	Empty DataFrame
	Columns: [lname]
	Index: []
Wrong output for base solution in instance db2csv/pets_1/0009_dev (4520)
	EXPECTED OUTPUT ====

		SELECT count(*)
		FROM student AS T1
		JOIN has_pet AS T2 ON T1.stuid = T2.stuid
		JOIN pets AS T3 ON T2.petid = T3.petid
		WHERE T1.sex = 'F'
		  AND T3.pettype = 'dog'

	   count(*)
	0         2
	ACTUAL OUTPUT ====

		SELECT student.stuid FROM student

	    stuid
	0    1001
	1    1002
	2    1003
	3    1004
	4    1005
	5    1006
	6    1007
	7    1008
	8    1009
	9    1010
	10   1011
	11   1012
	12   1014
	13   1015
	14   1016
	15   1017
	16   1018
	17   1019
	18   1020
	19   1021
	20   1022
	21   1023
	22   1024
	23   1025
	24   1026
	25   1027
	26   1028
	27   1029
	28   1030
	29   1031
	30   1032
	31   1033
	32   1034
	33   1035
Error while checking base solution in instance db2csv/pets_1/0017_dev (4522)

Length mismatch: Expected axis has 1 elements, new values have 2 elements
Wrong output for fuzzied solution in instance db2csv/pets_1/0003_dev (4526)
	EXPECTED OUTPUT ====

		SELECT weight
		FROM pets
		ORDER BY pet_age
		LIMIT 1

	         weight
	0  8.648603e+09
	ACTUAL OUTPUT ====

		SELECT pets.weight FROM pets WHERE pets.pet_age = (SELECT MIN( pets.pet_age ) FROM pets)

	         weight
	0  5.947990e+09
	1  8.648603e+09
Error while checking base solution in instance db2csv/pets_1/0018_dev (4527)

Length mismatch: Expected axis has 1 elements, new values have 2 elements
Wrong output for fuzzied solution in instance db2csv/pets_1/0004_dev (4528)
	EXPECTED OUTPUT ====

		SELECT weight
		FROM pets
		ORDER BY pet_age
		LIMIT 1

	         weight
	0  8.648603e+09
	ACTUAL OUTPUT ====

		SELECT pets.weight FROM pets WHERE pets.pet_age = (SELECT MIN( pets.pet_age ) FROM pets)

	         weight
	0  5.947990e+09
	1  8.648603e+09
Wrong output for base solution in instance db2csv/pets_1/0021_dev (4529)
	EXPECTED OUTPUT ====

		SELECT T1.fname,
		       T1.age
		FROM student AS T1
		JOIN has_pet AS T2 ON T1.stuid = T2.stuid
		JOIN pets AS T3 ON T3.petid = T2.petid
		WHERE T3.pettype = 'dog'
		  AND T1.stuid NOT IN
		    (SELECT T1.stuid
		     FROM student AS T1
		     JOIN has_pet AS T2 ON T1.stuid = T2.stuid
		     JOIN pets AS T3 ON T3.petid = T2.petid
		     WHERE T3.pettype = 'cat')

	   fname  age
	0  Tracy   19
	1  Tracy   19
	ACTUAL OUTPUT ====

		SELECT student.fname , student.age FROM student WHERE student.stuid NOT IN (SELECT has_pet.stuid FROM has_pet JOIN pets ON has_pet.petid = pets.petid WHERE pets.pettype = 'cat')

	      fname  age
	0     Susan   16
	1     Derek   17
	2       Jun   17
	3      Mark   17
	4   Michael   17
	5      Andy   18
	6    Arthur   18
	7   Charles   18
	8      Eric   18
	9      Lisa   18
	10     Mark   18
	11     Paul   18
	12    Stacy   18
	13  William   18
	14     Eric   19
	15     Eric   19
	16   George   19
	17    Tracy   19
	18    David   20
	19   Dinesh   20
	20     Eric   20
	21     Eric   20
	22    Jandy   20
	23  Michael   20
	24    Sarah   20
	25   Steven   20
	26     Lisa   21
	27   Shiela   21
	28    David   22
	29      Ian   22
	30     Paul   26
	31    Sarah   26
	32    Bruce   27
Error while checking base solution in instance db2csv/pets_1/0021_dev (4529)

Length mismatch: Expected axis has 1 elements, new values have 2 elements
Error while checking base solution in instance db2csv/pets_1/0024_dev (4530)

Length mismatch: Expected axis has 1 elements, new values have 2 elements
Error while checking base solution in instance db2csv/poker_player/0008_dev (4532)

Length mismatch: Expected axis has 2 elements, new values have 1 elements
Error while checking base solution in instance db2csv/poker_player/0011_dev (4533)

Length mismatch: Expected axis has 2 elements, new values have 1 elements
Wrong output for base solution in instance db2csv/poker_player/0019_dev (4535)
	EXPECTED OUTPUT ====

	  birth_date
	0 1986-08-08
	ACTUAL OUTPUT ====

		SELECT T1.Birth_Date
		FROM people AS T1
		JOIN poker_player AS T2 ON T1.People_ID = T2.People_ID
		ORDER BY T2.Earnings ASC
		LIMIT 1

	       birth_date
	0  August 8, 1986
Wrong output for ground truth in instance db2csv/poker_player/0019_dev (4535)
Wrong output for base solution in instance db2csv/poker_player/0033_dev (4539)
	EXPECTED OUTPUT ====

	                 name birth_date
	0    Semen Poltavskiy 1981-02-08
	1     Teodor Salparov 1982-08-16
	2        Maksim Botin 1983-07-14
	3   Aleksey Ostapenko 1986-05-26
	4  Yevgeni Sivozhelez 1986-08-08
	5      Sergey Grankin 1987-01-22
	6        Roman Bragin 1987-04-17
	ACTUAL OUTPUT ====

		SELECT Name,
		       Birth_Date
		FROM people
		ORDER BY Name ASC

	                 name        birth_date
	0        Roman Bragin    April 17, 1987
	1     Teodor Salparov   August 16, 1982
	2  Yevgeni Sivozhelez    August 8, 1986
	3    Semen Poltavskiy  February 8, 1981
	4      Sergey Grankin  January 22, 1987
	5        Maksim Botin     July 14, 1983
	6   Aleksey Ostapenko      May 26, 1986
Wrong output for ground truth in instance db2csv/poker_player/0033_dev (4539)
Error while checking base solution in instance db2csv/poker_player/0006_dev (4546)

Length mismatch: Expected axis has 1 elements, new values have 2 elements
Wrong output for base solution in instance db2csv/poker_player/0020_dev (4551)
	EXPECTED OUTPUT ====

	  birth_date
	0 1986-08-08
	ACTUAL OUTPUT ====

		SELECT T1.Birth_Date
		FROM people AS T1
		JOIN poker_player AS T2 ON T1.People_ID = T2.People_ID
		ORDER BY T2.Earnings ASC
		LIMIT 1

	       birth_date
	0  August 8, 1986
Wrong output for ground truth in instance db2csv/poker_player/0020_dev (4551)
Error while checking base solution in instance db2csv/poker_player/0007_dev (4553)

Length mismatch: Expected axis has 2 elements, new values have 1 elements
Error while checking base solution in instance db2csv/poker_player/0012_dev (4555)

Length mismatch: Expected axis has 2 elements, new values have 1 elements
Error while checking base solution in instance db2csv/poker_player/0001_dev (4562)

Length mismatch: Expected axis has 2 elements, new values have 1 elements
Wrong output for base solution in instance db2csv/poker_player/0034_dev (4564)
	EXPECTED OUTPUT ====

	                 name birth_date
	0    Semen Poltavskiy 1981-02-08
	1     Teodor Salparov 1982-08-16
	2        Maksim Botin 1983-07-14
	3   Aleksey Ostapenko 1986-05-26
	4  Yevgeni Sivozhelez 1986-08-08
	5      Sergey Grankin 1987-01-22
	6        Roman Bragin 1987-04-17
	ACTUAL OUTPUT ====

		SELECT Name,
		       Birth_Date
		FROM people
		ORDER BY Name ASC

	                 name        birth_date
	0        Roman Bragin    April 17, 1987
	1     Teodor Salparov   August 16, 1982
	2  Yevgeni Sivozhelez    August 8, 1986
	3    Semen Poltavskiy  February 8, 1981
	4      Sergey Grankin  January 22, 1987
	5        Maksim Botin     July 14, 1983
	6   Aleksey Ostapenko      May 26, 1986
Wrong output for ground truth in instance db2csv/poker_player/0034_dev (4564)
Wrong output for fuzzied solution in instance db2csv/real_estate_properties/0003_dev (4573)
	EXPECTED OUTPUT ====

		SELECT T2.property_type_description
		FROM Properties AS T1
		JOIN Ref_Property_Types AS T2 ON T1.property_type_code = T2.property_type_code
		GROUP BY T1.property_type_code

	       property_type_description
	0    Apartment, Flat, Condo, etc
	1   Apartment, Flat, Condo, etc.
	2   Apartment, Flat, Condo, etc.
	3            Shop, Retail Outlet
	4           Shop, Retail Outlet.
	5           Shop, Retail Outlet.
	6           Shop, Retail Outlet.
	7     ey4Shop, Retail Outlet.9XL
	8            hop, Retail Outlet.
	9            hop, Retail Outlet.
	10     mhOsiShop, Retail Outlet.
	ACTUAL OUTPUT ====

		SELECT ref_property_types.property_type_description FROM ref_property_types

	             property_type_description
	0            6jz DShop, Retail Outlet.
	1    7cVqMApartment, Flat, Condo, etc.
	2           A3KShop, Retail Outlet.F9)
	3          Apartment, Flat, Condo, etc
	4          Apartment, Flat, Condo, etc
	5         Apartment, Flat, Condo, etc.
	6         Apartment, Flat, Condo, etc.
	7         Apartment, Flat, Condo, etc.
	8         Apartment, Flat, Condo, etc.
	9         Apartment, Flat, Condo, etc.
	10        Apartment, Flat, Condo, etc.
	11        Apartment, Flat, Condo, etc.
	12   Apartment, Flat, Condo, etc.RQcbB
	13                 Shop, Retail Outlet
	14                 Shop, Retail Outlet
	15                 Shop, Retail Outlet
	16                 Shop, Retail Outlet
	17                Shop, Retail Outlet.
	18                Shop, Retail Outlet.
	19                Shop, Retail Outlet.
	20                Shop, Retail Outlet.
	21                Shop, Retail Outlet.
	22                Shop, Retail Outlet.
	23                Shop, Retail Outlet.
	24                Shop, Retail Outlet.
	25                Shop, Retail Outlet.
	26                Shop, Retail Outlet.
	27           Shop, Retail Outlet.)78Pv
	28           Shop, Retail Outlet.f1xzD
	29          UgDShop, Retail Outlet.Laz
	30   VeVj9Apartment, Flat, Condo, etc.
	31          ey4Shop, Retail Outlet.9XL
	32  gNWApartment, Flat, Condo, etc.bPR
	33                 hop, Retail Outlet.
	34                 hop, Retail Outlet.
	35   knmXrApartment, Flat, Condo, etc.
	36           mhOsiShop, Retail Outlet.
	37         partment, Flat, Condo, etc.
	38         partment, Flat, Condo, etc.
	39   pcx)lApartment, Flat, Condo, etc.
Wrong output for base solution in instance db2csv/real_estate_properties/0004_dev (4574)
	EXPECTED OUTPUT ====

		SELECT property_name
		FROM Properties
		WHERE property_type_code = "House"
		UNION
		SELECT property_name
		FROM Properties
		WHERE property_type_code = "Apartment"
		  AND room_count > 1

	   property_name
	0       longacre
	1  parc coliseum
	2      parc east
	3           park
	4         renoir
	5      ten tower
	6       the cole
	7          vogue
	ACTUAL OUTPUT ====

		SELECT properties.property_name FROM properties WHERE properties.room_count > 1 AND properties.property_type_code = 'houses'

	Empty DataFrame
	Columns: [property_name]
	Index: []
Error while checking base solution in instance db2csv/singer/0025_dev (4575)

Length mismatch: Expected axis has 1 elements, new values have 2 elements
Wrong output for base solution in instance db2csv/singer/0008_dev (4576)
	EXPECTED OUTPUT ====

		SELECT Name
		FROM singer
		WHERE Citizenship != "France"

	              name
	0  Abigail Johnson
	1     Alice Walton
	2   Christy Walton
	3    Gina Rinehart
	4    Iris Fontbona
	5  Jacqueline Mars
	6  Susanne Klatten
	ACTUAL OUTPUT ====

		SELECT singer.name FROM singer WHERE singer.citizenship != 'French'

	                  name
	0      Abigail Johnson
	1         Alice Walton
	2       Christy Walton
	3        Gina Rinehart
	4        Iris Fontbona
	5      Jacqueline Mars
	6  Liliane Bettencourt
	7      Susanne Klatten
Wrong output for base solution in instance db2csv/singer/0028_dev (4579)
	EXPECTED OUTPUT ====

		SELECT Name
		FROM singer
		WHERE Singer_ID NOT IN
		    (SELECT Singer_ID
		     FROM song)

	              name
	0  Abigail Johnson
	1     Alice Walton
	ACTUAL OUTPUT ====

		SELECT song.title FROM song JOIN singer ON song.singer_id = singer.singer_id EXCEPT SELECT song.title FROM singer JOIN song ON singer.singer_id = song.singer_id

	Empty DataFrame
	Columns: [title]
	Index: []
Error while checking base solution in instance db2csv/singer/0006_dev (4586)

Length mismatch: Expected axis has 1 elements, new values have 2 elements
Error while checking base solution in instance db2csv/singer/0020_dev (4589)

Length mismatch: Expected axis has 1 elements, new values have 2 elements
Error while checking base solution in instance db2csv/singer/0005_dev (4590)

Length mismatch: Expected axis has 1 elements, new values have 2 elements
Error while checking base solution in instance db2csv/singer/0017_dev (4598)

Length mismatch: Expected axis has 1 elements, new values have 2 elements
Error while checking base solution in instance db2csv/singer/0003_dev (4600)

Length mismatch: Expected axis has 5 elements, new values have 1 elements
Wrong output for fuzzied solution in instance db2csv/singer/0024_dev (4604)
	EXPECTED OUTPUT ====

		SELECT T1.Name
		FROM singer AS T1
		JOIN song AS T2 ON T1.Singer_ID = T2.Singer_ID
		GROUP BY T1.Name
		HAVING COUNT(*) > 1

	             name
	0    Gina Rinehar
	1  bigail Johnson
	ACTUAL OUTPUT ====

		SELECT singer.name FROM singer JOIN song ON singer.singer_id = song.singer_id GROUP BY song.singer_id HAVING COUNT( * ) > 1

	             name
	0  bigail Johnson
Wrong output for base solution in instance db2csv/student_transcripts_tracking/0063_dev (4605)
	EXPECTED OUTPUT ====

	      transcript_date
	0 2013-06-30 13:01:40
	ACTUAL OUTPUT ====

		SELECT transcript_date
		FROM Transcripts
		ORDER BY transcript_date DESC
		LIMIT 1

	       transcript_date
	0  2013-06-30 13:01:40
Wrong output for ground truth in instance db2csv/student_transcripts_tracking/0063_dev (4605)
Wrong output for base solution in instance db2csv/student_transcripts_tracking/0067_dev (4606)
	EXPECTED OUTPUT ====

	      transcript_date  transcript_id
	0 1975-10-28 15:16:51              2
	ACTUAL OUTPUT ====

		SELECT T2.transcript_date,
		       T1.transcript_id
		FROM Transcript_Contents AS T1
		JOIN Transcripts AS T2 ON T1.transcript_id = T2.transcript_id
		GROUP BY T1.transcript_id
		ORDER BY count(*) ASC
		LIMIT 1

	       transcript_date  transcript_id
	0  1975-10-28 15:16:51              2
Wrong output for ground truth in instance db2csv/student_transcripts_tracking/0067_dev (4606)
Wrong output for base solution in instance db2csv/student_transcripts_tracking/0064_dev (4607)
	EXPECTED OUTPUT ====

	      transcript_date
	0 2013-06-30 13:01:40
	ACTUAL OUTPUT ====

		SELECT transcript_date
		FROM Transcripts
		ORDER BY transcript_date DESC
		LIMIT 1

	       transcript_date
	0  2013-06-30 13:01:40
Wrong output for ground truth in instance db2csv/student_transcripts_tracking/0064_dev (4607)
Wrong output for base solution in instance db2csv/student_transcripts_tracking/0008_dev (4610)
	EXPECTED OUTPUT ====

	   zip_postcode
	0           148
	ACTUAL OUTPUT ====

		SELECT zip_postcode
		FROM Addresses
		WHERE city = 'Port Chelsea'

	  zip_postcode
	0          148
Wrong output for ground truth in instance db2csv/student_transcripts_tracking/0008_dev (4610)
Wrong output for base solution in instance db2csv/student_transcripts_tracking/0078_dev (4611)
	EXPECTED OUTPUT ====

		select t1.first_name
		from students as t1
		join addresses as t2 on t1.permanent_address_id = t2.address_id
		where t2.country = 'haiti'
		  or t1.cell_mobile_number = '09700166582'

	  first_name
	0     Jarvis
	ACTUAL OUTPUT ====

		SELECT students.first_name FROM students JOIN addresses ON students.permanent_address_id = addresses.address_id WHERE addresses.country = 'Haiti' OR students.cell_mobile_number = '09700166582'

	  first_name
	0    Delaney
	1     Hobart
	2     Jarvis
	3     Warren
Wrong output for base solution in instance db2csv/student_transcripts_tracking/0031_dev (4613)
	EXPECTED OUTPUT ====

		SELECT T1.degree_summary_name
		FROM Degree_Programs AS T1
		JOIN Student_Enrolment AS T2 ON T1.degree_program_id = T2.degree_program_id
		GROUP BY T1.degree_summary_name
		ORDER BY count(*) DESC
		LIMIT 1

	  degree_summary_name
	0            Bachelor
	ACTUAL OUTPUT ====

		SELECT degree_programs.degree_summary_name FROM degree_programs JOIN student_enrolment ON degree_programs.degree_program_id = student_enrolment.degree_program_id JOIN student_enrolment_courses ON student_enrolment_courses.student_enrolment_id = student_enrolment.student_enrolment_id GROUP BY student_enrolment_courses.course_id ORDER BY COUNT( * ) DESC LIMIT 1

	  degree_summary_name
	0              Master
Wrong output for base solution in instance db2csv/student_transcripts_tracking/0069_dev (4615)
	EXPECTED OUTPUT ====

		SELECT DISTINCT T2.semester_id
		FROM Degree_Programs AS T1
		JOIN Student_Enrolment AS T2 ON T1.degree_program_id = T2.degree_program_id
		WHERE degree_summary_name = 'Master' INTERSECT
		  SELECT DISTINCT T2.semester_id
		  FROM Degree_Programs AS T1
		  JOIN Student_Enrolment AS T2 ON T1.degree_program_id = T2.degree_program_id WHERE degree_summary_name = 'Bachelor'

	   semester_id
	0           13
	ACTUAL OUTPUT ====

		SELECT semesters.semester_name FROM semesters JOIN student_enrolment ON semesters.semester_id = student_enrolment.semester_id JOIN degree_programs ON student_enrolment.degree_program_id = degree_programs.degree_program_id WHERE degree_programs.degree_summary_name = 'Master' INTERSECT SELECT semesters.semester_name FROM semesters JOIN student_enrolment ON semesters.semester_id = student_enrolment.semester_id JOIN degree_programs ON student_enrolment.degree_program_id = degree_programs.degree_program_id WHERE degree_programs.degree_summary_name = 'Bachelor'

	  semester_name
	0     fall 2018
Error while checking base solution in instance db2csv/student_transcripts_tracking/0028_dev (4617)

Length mismatch: Expected axis has 3 elements, new values have 4 elements
Wrong output for base solution in instance db2csv/student_transcripts_tracking/0066_dev (4618)
	EXPECTED OUTPUT ====

		SELECT count(*),
		       student_course_id
		FROM Transcript_Contents
		GROUP BY student_course_id
		ORDER BY count(*) DESC
		LIMIT 1

	   count(*)  student_course_id
	0         4                  0
	ACTUAL OUTPUT ====

		SELECT student_enrolment_courses.course_id , COUNT( * ) FROM student_enrolment_courses GROUP BY student_enrolment_courses.course_id ORDER BY COUNT( * ) DESC LIMIT 1

	   course_id  count( * )
	0         14           2
Timeout while getting results...


Wrong output for base solution in instance db2csv/student_transcripts_tracking/0043_dev (4620)
	EXPECTED OUTPUT ====

		SELECT T1.last_name
		FROM Students AS T1
		JOIN Addresses AS T2 ON T1.current_address_id = T2.address_id
		WHERE T2.state_province_county = 'NorthCarolina'
		EXCEPT
		SELECT DISTINCT T3.last_name
		FROM Students AS T3
		JOIN Student_Enrolment AS T4 ON T3.student_id = T4.student_id

	   last_name
	0  Gleichner
	1    Weimann
	ACTUAL OUTPUT ====

		SELECT students.last_name FROM students JOIN student_enrolment ON students.student_id = student_enrolment.student_id JOIN addresses ON students.permanent_address_id = addresses.address_id WHERE addresses.state_province_county = 'North Carolina'

	Empty DataFrame
	Columns: [last_name]
	Index: []
Wrong output for base solution in instance db2csv/student_transcripts_tracking/0041_dev (4621)
	EXPECTED OUTPUT ====

	  course_name
	0          la
	ACTUAL OUTPUT ====

		SELECT T1.course_name
		FROM Courses AS T1
		JOIN Student_Enrolment_Courses AS T2 ON T1.course_id = T2.course_id
		GROUP BY T1.course_name
		ORDER BY count(*) DESC
		LIMIT 1

	  course_name
	0          rs
Wrong output for ground truth in instance db2csv/student_transcripts_tracking/0041_dev (4621)
Wrong output for base solution in instance db2csv/student_transcripts_tracking/0030_dev (4622)
	EXPECTED OUTPUT ====

		SELECT DISTINCT T1.first_name,
		                T1.middle_name,
		                T1.last_name
		FROM Students AS T1
		JOIN Student_Enrolment AS T2 ON T1.student_id = T2.student_id
		JOIN Degree_Programs AS T3 ON T2.degree_program_id = T3.degree_program_id
		WHERE T3.degree_summary_name = 'Bachelor'

	  first_name middle_name     last_name
	0      Frida       Aisha          Huel
	1     Jarvis     Aaliyah       Carroll
	2     Milton      Vaughn  Christiansen
	3       Reva       Golda       Osinski
	4   Stanford        Mona        Rogahn
	ACTUAL OUTPUT ====

		SELECT students.first_name , students.middle_name , students.last_name FROM degree_programs JOIN student_enrolment ON degree_programs.degree_program_id = student_enrolment.degree_program_id JOIN students ON student_enrolment.student_id = students.student_id WHERE degree_programs.degree_summary_name = 'Bachelors'

	Empty DataFrame
	Columns: [first_name, middle_name, last_name]
	Index: []
Wrong output for base solution in instance db2csv/student_transcripts_tracking/0077_dev (4624)
	EXPECTED OUTPUT ====

		select t1.first_name
		from students as t1
		join addresses as t2 on t1.permanent_address_id = t2.address_id
		where t2.country = 'haiti'
		  or t1.cell_mobile_number = '09700166582'

	  first_name
	0     Jarvis
	ACTUAL OUTPUT ====

		SELECT students.first_name FROM students JOIN addresses ON students.permanent_address_id = addresses.address_id WHERE addresses.country = 'Haiti' OR students.cell_mobile_number = '09700166582'

	  first_name
	0    Delaney
	1     Hobart
	2     Jarvis
	3     Warren
Error while checking base solution in instance db2csv/student_transcripts_tracking/0023_dev (4628)

Length mismatch: Expected axis has 1 elements, new values have 2 elements
Wrong output for base solution in instance db2csv/student_transcripts_tracking/0029_dev (4629)
	EXPECTED OUTPUT ====

		SELECT DISTINCT T1.first_name,
		                T1.middle_name,
		                T1.last_name
		FROM Students AS T1
		JOIN Student_Enrolment AS T2 ON T1.student_id = T2.student_id
		JOIN Degree_Programs AS T3 ON T2.degree_program_id = T3.degree_program_id
		WHERE T3.degree_summary_name = 'Bachelor'

	  first_name middle_name     last_name
	0      Frida       Aisha          Huel
	1     Jarvis     Aaliyah       Carroll
	2     Milton      Vaughn  Christiansen
	3       Reva       Golda       Osinski
	4   Stanford        Mona        Rogahn
	ACTUAL OUTPUT ====

		SELECT students.first_name , students.middle_name , students.last_name FROM degree_programs JOIN student_enrolment ON degree_programs.degree_program_id = student_enrolment.degree_program_id JOIN students ON student_enrolment.student_id = students.student_id WHERE degree_programs.degree_summary_name = 'Bachelor'

	  first_name middle_name     last_name
	0      Frida       Aisha          Huel
	1      Frida       Aisha          Huel
	2     Jarvis     Aaliyah       Carroll
	3     Jarvis     Aaliyah       Carroll
	4     Milton      Vaughn  Christiansen
	5       Reva       Golda       Osinski
	6       Reva       Golda       Osinski
	7   Stanford        Mona        Rogahn
Error while checking base solution in instance db2csv/student_transcripts_tracking/0055_dev (4631)

Length mismatch: Expected axis has 2 elements, new values have 3 elements
Wrong output for fuzzied solution in instance db2csv/student_transcripts_tracking/0016_dev (4632)
	EXPECTED OUTPUT ====

		SELECT count(*)
		FROM Departments AS T1
		JOIN Degree_Programs AS T2 ON T1.department_id = T2.department_id
		WHERE T1.department_name = 'engineer'

	   count(*)
	0         5
	ACTUAL OUTPUT ====

		SELECT COUNT( * ) FROM degree_programs JOIN departments ON degree_programs.department_id = departments.department_id WHERE departments.department_name = 'engineering'

	   count( * )
	0           0
Error while checking base solution in instance db2csv/student_transcripts_tracking/0053_dev (4633)

Length mismatch: Expected axis has 2 elements, new values have 1 elements
Error while checking base solution in instance db2csv/student_transcripts_tracking/0010_dev (4635)

Length mismatch: Expected axis has 1 elements, new values have 2 elements
Wrong output for base solution in instance db2csv/student_transcripts_tracking/0074_dev (4636)
	EXPECTED OUTPUT ====

		SELECT other_student_details
		FROM Students
		ORDER BY other_student_details DESC

	   other_student_details
	0              assumenda
	1                  atque
	2                  autem
	3                dolorum
	4                     et
	5                facilis
	6                laborum
	7               nesciunt
	8                    non
	9                  omnis
	10                 omnis
	11                   qui
	12                  quia
	13                 rerum
	14            voluptatem
	ACTUAL OUTPUT ====

		SELECT student_enrolment.other_details FROM student_enrolment ORDER BY student_enrolment.other_details ASC

	   other_details
	0           None
	1           None
	2           None
	3           None
	4           None
	5           None
	6           None
	7           None
	8           None
	9           None
	10          None
	11          None
	12          None
	13          None
	14          None
Wrong output for base solution in instance db2csv/student_transcripts_tracking/0054_dev (4637)
	EXPECTED OUTPUT ====

		SELECT first_name
		FROM Students
		WHERE current_address_id != permanent_address_id

	   first_name
	0     Delaney
	1        Deon
	2       Frida
	3       Gregg
	4       Helga
	5      Hobart
	6      Jarvis
	7        Jett
	8       Jordy
	9       Orrin
	10       Reva
	11   Stanford
	12   Timmothy
	13     Warren
	ACTUAL OUTPUT ====

		SELECT students.first_name FROM students WHERE students.permanent_address_id = (SELECT MIN( students.permanent_address_id ) FROM students)

	  first_name
	0      Frida
	1   Stanford
Error while checking base solution in instance db2csv/student_transcripts_tracking/0054_dev (4637)

Length mismatch: Expected axis has 2 elements, new values have 1 elements
Wrong output for base solution in instance db2csv/student_transcripts_tracking/0020_dev (4641)
	EXPECTED OUTPUT ====

		SELECT T1.course_name,
		       T1.course_id
		FROM Courses AS T1
		JOIN Sections AS T2 ON T1.course_id = T2.course_id
		GROUP BY T1.course_id
		HAVING count(*) <= 2

	   course_name  course_id
	0           ds          1
	1         math          2
	2           en          4
	3           fr          5
	4           la          6
	5          cal          7
	6          nlp          8
	7           dl          9
	8           ml         10
	9           db         12
	10          pl         14
	ACTUAL OUTPUT ====

		SELECT courses.course_name , sections.course_id FROM courses JOIN sections ON courses.course_id = sections.course_id GROUP BY sections.course_id HAVING COUNT( * )<2

	  course_name  course_id
	0        math          2
	1          en          4
	2          la          6
	3         cal          7
	4          dl          9
	5          ml         10
	6          db         12
Wrong output for base solution in instance db2csv/student_transcripts_tracking/0044_dev (4642)
	EXPECTED OUTPUT ====

		SELECT T1.last_name
		FROM Students AS T1
		JOIN Addresses AS T2 ON T1.current_address_id = T2.address_id
		WHERE T2.state_province_county = 'NorthCarolina'
		EXCEPT
		SELECT DISTINCT T3.last_name
		FROM Students AS T3
