name,solution,query,cube_length,kw_length,sql_kw_SELECT,sql_kw_DISTINCT,sql_kw_FROM,sql_kw_ON,sql_kw_WHERE,sql_kw_OVER,sql_kw_DESC,sql_kw_LIMIT,sql_kw_OR,sql_kw_NOT,sql_kw_EXISTS,sql_kw_GROUP,sql_kw_AVG,sql_kw_USER,sql_kw_TIME,sql_kw_COUNT,sql_kw_ROWS,sql_kw_UNBOUNDED,sql_kw_PRECEDING,sql_kw_INTERSECT,sql_kw_POSITION,sql_kw_RESULT,sql_kw_YEAR,sql_kw_RANGE,sql_kw_NO,sql_kw_MONTH,sql_kw_START,sql_kw_END,sql_kw_CHARACTER,sql_kw_REF,sql_kw_BY,dsl_op_summarise,dsl_op_natural_join,dsl_op_filter,dsl_op_mutate,dsl_op_inner_join,dsl_op_left_join,dsl_op_natural_join3,dsl_op_cross_join,dsl_op_anti_join,dsl_op_semi_join,dsl_op_natural_join4,dsl_op_intersect,dsl_op_union
spider/customers_and_addresses/0006,"summarise(input0, 'n = n()', ""'customer_name','payment_method'""), limit(line0, 'desc(n)')","SELECT payment_method
FROM
  (SELECT *
   FROM
     (SELECT *
      FROM
        (SELECT customer_name,
                payment_method,
                COUNT() AS n
         FROM df_customers
         GROUP BY customer_name,
                  payment_method)
      ORDER BY n DESC)
   LIMIT 1);",1,10,4,0,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
spider/customers_and_addresses/0004,"filter(input0, ""payment_method == 'Cash'""), intersect(input0, line0, 'customer_name')","SELECT `customer_name`
FROM
  (SELECT `customer_name`
   FROM `df_customers` INTERSECT SELECT `customer_name`
   FROM `df_customers`
   WHERE (`payment_method` = 'Cash'))
ORDER BY customer_name;",2,8,3,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
spider/customers_and_addresses/0012,"filter(input1, ""customer_name == 'Maudie Kertzmann'""), natural_join3(input0, input2, line0)","SELECT `address_content`
FROM
  (SELECT `LHS`.`address_id` AS `address_id`,
          `LHS`.`address_content` AS `address_content`,
          `LHS`.`city` AS `city`,
          `LHS`.`zip_postcode` AS `zip_postcode`,
          `LHS`.`state_province_county` AS `state_province_county`,
          `LHS`.`country` AS `country`,
          `LHS`.`other_address_details` AS `other_address_details`,
          `LHS`.`customer_id` AS `customer_id`,
          `LHS`.`date_address_from` AS `date_address_from`,
          `LHS`.`address_type` AS `address_type`,
          `LHS`.`date_address_to` AS `date_address_to`,
          `RHS`.`payment_method` AS `payment_method`,
          `RHS`.`customer_name` AS `customer_name`,
          `RHS`.`date_became_customer` AS `date_became_customer`,
          `RHS`.`other_customer_details` AS `other_customer_details`
   FROM
     (SELECT `LHS`.`address_id` AS `address_id`,
             `LHS`.`address_content` AS `address_content`,
             `LHS`.`city` AS `city`,
             `LHS`.`zip_postcode` AS `zip_postcode`,
             `LHS`.`state_province_county` AS `state_province_county`,
             `LHS`.`country` AS `country`,
             `LHS`.`other_address_details` AS `other_address_details`,
             `RHS`.`customer_id` AS `customer_id`,
             `RHS`.`date_address_from` AS `date_address_from`,
             `RHS`.`address_type` AS `address_type`,
             `RHS`.`date_address_to` AS `date_address_to`
      FROM `df_addresses` AS `LHS`
      INNER JOIN `df_customer_addresses` AS `RHS` ON (`LHS`.`address_id` = `RHS`.`address_id`)) AS `LHS`
   INNER JOIN
     (SELECT *
      FROM `df_customers`
      WHERE (`customer_name` = 'Maudie Kertzmann')) AS RHS ON (LHS.customer_id = RHS.customer_id))
ORDER BY address_content;",2,11,4,0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
spider/customers_and_addresses/0026,"filter(input1, ""channel_code == 'Email'""), natural_join3(input0, input1, line0)","SELECT `customer_name`,
       `active_from_date`
FROM
  (SELECT `LHS`.`customer_id` AS `customer_id`,
          `LHS`.`payment_method` AS `payment_method`,
          `LHS`.`customer_name` AS `customer_name`,
          `LHS`.`date_became_customer` AS `date_became_customer`,
          `LHS`.`other_customer_details` AS `other_customer_details`,
          `LHS`.`channel_code` AS `channel_code`,
          `LHS`.`active_from_date` AS `active_from_date`,
          `LHS`.`active_to_date` AS `active_to_date`,
          `LHS`.`contact_number` AS `contact_number`
   FROM
     (SELECT `LHS`.`customer_id` AS `customer_id`,
             `LHS`.`payment_method` AS `payment_method`,
             `LHS`.`customer_name` AS `customer_name`,
             `LHS`.`date_became_customer` AS `date_became_customer`,
             `LHS`.`other_customer_details` AS `other_customer_details`,
             `RHS`.`channel_code` AS `channel_code`,
             `RHS`.`active_from_date` AS `active_from_date`,
             `RHS`.`active_to_date` AS `active_to_date`,
             `RHS`.`contact_number` AS `contact_number`
      FROM `df_customers` AS `LHS`
      INNER JOIN `df_customer_contact_channels` AS `RHS` ON (`LHS`.`customer_id` = `RHS`.`customer_id`)) AS `LHS`
   INNER JOIN
     (SELECT *
      FROM `df_customer_contact_channels`
      WHERE (`channel_code` = 'Email')) AS RHS ON (LHS.customer_id = RHS.customer_id
                                                   AND LHS.channel_code = RHS.channel_code
                                                   AND LHS.active_from_date = RHS.active_from_date
                                                   AND LHS.active_to_date = RHS.active_to_date
                                                   AND LHS.contact_number = RHS.contact_number))
ORDER BY customer_name;",2,11,4,0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
spider/customers_and_addresses/0015,"left_join(input2, input1), anti_join(input0, line0, '')","SELECT city
FROM
  (SELECT *
   FROM df_addresses AS LHS
   WHERE NOT EXISTS
       (SELECT 1
        FROM
          (SELECT LHS.customer_id AS customer_id,
                  LHS.address_id AS address_id,
                  LHS.date_address_from AS date_address_from,
                  LHS.address_type AS address_type,
                  LHS.date_address_to AS date_address_to,
                  RHS.payment_method AS payment_method,
                  RHS.customer_name AS customer_name,
                  RHS.date_became_customer AS date_became_customer,
                  RHS.other_customer_details AS other_customer_details
           FROM df_customer_addresses AS LHS
           LEFT JOIN df_customers AS RHS ON (LHS.customer_id = RHS.customer_id)) AS RHS
        WHERE (LHS.address_id = RHS.address_id) ))
ORDER BY city;",2,13,4,0,4,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
spider/customers_and_addresses/0005,"filter(input0, 'customer_id >= 10L & customer_id <= 20L'), intersect(line0, input0, 'date_became_customer')","SELECT date_became_customer
FROM
  (SELECT date_became_customer
   FROM df_customers
   WHERE (customer_id >= 10
          AND customer_id <= 20) INTERSECT
     SELECT date_became_customer
     FROM df_customers)
ORDER BY date_became_customer;",2,8,3,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
spider/customers_and_addresses/0016,"summarise(input2, 'n = n()', ""'customer_id','date_address_from'""), natural_join4(input0, input1, input2, line0), limit(line1, 'desc(customer_name)')","SELECT city
FROM
  (SELECT *
   FROM
     (SELECT *
      FROM
        (SELECT LHS.address_id AS address_id,
                LHS.address_content AS address_content,
                LHS.city AS city,
                LHS.zip_postcode AS zip_postcode,
                LHS.state_province_county AS state_province_county,
                LHS.country AS country,
                LHS.other_address_details AS other_address_details,
                LHS.customer_id AS customer_id,
                LHS.payment_method AS payment_method,
                LHS.customer_name AS customer_name,
                LHS.date_became_customer AS date_became_customer,
                LHS.other_customer_details AS other_customer_details,
                LHS.date_address_from AS date_address_from,
                LHS.address_type AS address_type,
                LHS.date_address_to AS date_address_to,
                RHS.n AS n
         FROM
           (SELECT LHS.address_id AS address_id,
                   LHS.address_content AS address_content,
                   LHS.city AS city,
                   LHS.zip_postcode AS zip_postcode,
                   LHS.state_province_county AS state_province_county,
                   LHS.country AS country,
                   LHS.other_address_details AS other_address_details,
                   LHS.customer_id AS customer_id,
                   LHS.payment_method AS payment_method,
                   LHS.customer_name AS customer_name,
                   LHS.date_became_customer AS date_became_customer,
                   LHS.other_customer_details AS other_customer_details,
                   RHS.date_address_from AS date_address_from,
                   RHS.address_type AS address_type,
                   RHS.date_address_to AS date_address_to
            FROM
              (SELECT LHS.address_id AS address_id,
                      LHS.address_content AS address_content,
                      LHS.city AS city,
                      LHS.zip_postcode AS zip_postcode,
                      LHS.state_province_county AS state_province_county,
                      LHS.country AS country,
                      LHS.other_address_details AS other_address_details,
                      RHS.customer_id AS customer_id,
                      RHS.payment_method AS payment_method,
                      RHS.customer_name AS customer_name,
                      RHS.date_became_customer AS date_became_customer,
                      RHS.other_customer_details AS other_customer_details
               FROM df_addresses AS LHS
               CROSS JOIN df_customers AS RHS) AS LHS
            INNER JOIN df_customer_addresses AS RHS ON (LHS.address_id = RHS.address_id
                                                        AND LHS.customer_id = RHS.customer_id)) AS LHS
         INNER JOIN
           (SELECT customer_id,
                   date_address_from,
                   COUNT() AS n
            FROM df_customer_addresses
            GROUP BY customer_id,
                     date_address_from) AS RHS ON (LHS.customer_id = RHS.customer_id
                                                   AND LHS.date_address_from = RHS.date_address_from))
      ORDER BY customer_name DESC)
   LIMIT 1);",2,18,7,0,7,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
spider/customers_and_addresses/0032,"filter(input0, ""order_status == 'Cancelled'""), mutate(line0, 'n_distinct = n_distinct(customer_id)')","SELECT DISTINCT COUNT(DISTINCT `customer_id`) OVER () AS `count_distinct_customer_id_`
FROM `df_customer_orders`
WHERE (`order_status` = 'Cancelled')
ORDER BY count_distinct_customer_id_;",2,6,1,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
spider/customers_and_addresses/0018,"filter(input0, 'zip_postcode == 255L'), intersect(line0, input0, 'city')","SELECT city
FROM
  (SELECT city
   FROM df_addresses
   WHERE (zip_postcode = 255) INTERSECT
     SELECT city
     FROM df_addresses)
ORDER BY city;",2,8,3,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
spider/customers_and_addresses/0041,"filter(input0, ""payment_method != 'Cash'""), intersect(input0, line0, 'customer_name')","SELECT `customer_name`
FROM
  (SELECT `customer_name`
   FROM `df_customers` INTERSECT SELECT `customer_name`
   FROM `df_customers`
   WHERE (`payment_method` != 'Cash'))
ORDER BY customer_name;",2,8,3,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
spider/customers_and_addresses/0020,"mutate(input0, 'n_distinct = n_distinct(address_id)'), filter(line0, 'address_id <= 4L | n_distinct < address_id')","SELECT DISTINCT country
FROM
  (SELECT address_id,
          address_content,
          city,
          zip_postcode,
          state_province_county,
          country,
          other_address_details,
          COUNT(DISTINCT address_id) OVER () AS n_distinct
   FROM df_addresses)
WHERE (address_id <= 4
       OR n_distinct < address_id)
ORDER BY country;",2,9,2,2,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
spider/customers_and_addresses/0034,"natural_join(input0, input1), filter(line0, ""order_status == 'Delivered'"")","SELECT `customer_name`,
       `order_date`
FROM
  (SELECT `LHS`.`customer_id` AS `customer_id`,
          `LHS`.`payment_method` AS `payment_method`,
          `LHS`.`customer_name` AS `customer_name`,
          `LHS`.`date_became_customer` AS `date_became_customer`,
          `LHS`.`other_customer_details` AS `other_customer_details`,
          `RHS`.`order_id` AS `order_id`,
          `RHS`.`order_status` AS `order_status`,
          `RHS`.`order_date` AS `order_date`,
          `RHS`.`order_details` AS `order_details`
   FROM `df_customers` AS `LHS`
   INNER JOIN `df_customer_orders` AS `RHS` ON (`LHS`.`customer_id` = `RHS`.`customer_id`))
WHERE (`order_status` = 'Delivered')
ORDER BY customer_name;",2,6,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
spider/customers_and_addresses/0021,"filter(input0, 'customer_id > 5L'), summarise(line0, 'n = n()', ""'channel_code'""), filter(line1, 'n != 5L')","SELECT channel_code
FROM
  (SELECT channel_code,
          COUNT() AS n
   FROM
     (SELECT *
      FROM df_customer_contact_channels
      WHERE (customer_id > 5))
   GROUP BY channel_code)
WHERE (n != 5)
ORDER BY channel_code;",3,8,3,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0
spider/customers_and_addresses/0023,"filter(input0, ""customer_name != 'Tillman Ernser'""), anti_join(input1, line0, ""'customer_id'""), mutate(line1, 'maxactive_to_date = max(active_to_date)')","SELECT DISTINCT MAX(`active_to_date`) OVER () AS `max_t2_active_to_date_`
FROM
  (SELECT *
   FROM `df_customer_contact_channels` AS `LHS`
   WHERE NOT EXISTS
       (SELECT 1
        FROM
          (SELECT *
           FROM `df_customers`
           WHERE (`customer_name` != 'Tillman Ernser')) AS RHS
        WHERE (LHS.customer_id = RHS.customer_id) ))
ORDER BY max_t2_active_to_date_;",3,15,4,1,4,0,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
spider/customers_and_addresses/0001,"intersect(input0, input0, 'customer_name')","SELECT customer_name
FROM
  (SELECT customer_name
   FROM df_customers INTERSECT SELECT customer_name
   FROM df_customers)
ORDER BY customer_name;",1,7,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
spider/customers_and_addresses/0043,"anti_join(input0, input1, ""'customer_id'"")","SELECT customer_name
FROM
  (SELECT *
   FROM df_customers AS LHS
   WHERE NOT EXISTS
       (SELECT 1
        FROM df_customer_orders AS RHS
        WHERE (LHS.customer_id = RHS.customer_id) ))
ORDER BY customer_name;",1,10,3,0,3,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
spider/customers_and_addresses/0014,"filter(input0, ""state_province_county == 'Colorado'""), natural_join3(input1, input2, line0)","SELECT `customer_name`
FROM
  (SELECT `LHS`.`customer_id` AS `customer_id`,
          `LHS`.`payment_method` AS `payment_method`,
          `LHS`.`customer_name` AS `customer_name`,
          `LHS`.`date_became_customer` AS `date_became_customer`,
          `LHS`.`other_customer_details` AS `other_customer_details`,
          `LHS`.`address_id` AS `address_id`,
          `LHS`.`date_address_from` AS `date_address_from`,
          `LHS`.`address_type` AS `address_type`,
          `LHS`.`date_address_to` AS `date_address_to`,
          `RHS`.`address_content` AS `address_content`,
          `RHS`.`city` AS `city`,
          `RHS`.`zip_postcode` AS `zip_postcode`,
          `RHS`.`state_province_county` AS `state_province_county`,
          `RHS`.`country` AS `country`,
          `RHS`.`other_address_details` AS `other_address_details`
   FROM
     (SELECT `LHS`.`customer_id` AS `customer_id`,
             `LHS`.`payment_method` AS `payment_method`,
             `LHS`.`customer_name` AS `customer_name`,
             `LHS`.`date_became_customer` AS `date_became_customer`,
             `LHS`.`other_customer_details` AS `other_customer_details`,
             `RHS`.`address_id` AS `address_id`,
             `RHS`.`date_address_from` AS `date_address_from`,
             `RHS`.`address_type` AS `address_type`,
             `RHS`.`date_address_to` AS `date_address_to`
      FROM `df_customers` AS `LHS`
      INNER JOIN `df_customer_addresses` AS `RHS` ON (`LHS`.`customer_id` = `RHS`.`customer_id`)) AS `LHS`
   INNER JOIN
     (SELECT *
      FROM `df_addresses`
      WHERE (`state_province_county` = 'Colorado')) AS RHS ON (LHS.address_id = RHS.address_id))
ORDER BY customer_name;",2,11,4,0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
spider/customers_and_addresses/0009,df_products,"SELECT product_details
FROM df_products
ORDER BY product_details;",0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spider/customers_and_addresses/0029,"natural_join3(input0, input1, input2), semi_join(line0, input0)","SELECT payment_method
FROM
  (SELECT *
   FROM
     (SELECT LHS.customer_id AS customer_id,
             LHS.payment_method AS payment_method,
             LHS.customer_name AS customer_name,
             LHS.date_became_customer AS date_became_customer,
             LHS.other_customer_details AS other_customer_details,
             LHS.order_id AS order_id,
             LHS.order_status AS order_status,
             LHS.order_date AS order_date,
             LHS.order_details AS order_details,
             RHS.product_id AS product_id,
             RHS.order_quantity AS order_quantity
      FROM
        (SELECT LHS.customer_id AS customer_id,
                LHS.payment_method AS payment_method,
                LHS.customer_name AS customer_name,
                LHS.date_became_customer AS date_became_customer,
                LHS.other_customer_details AS other_customer_details,
                RHS.order_id AS order_id,
                RHS.order_status AS order_status,
                RHS.order_date AS order_date,
                RHS.order_details AS order_details
         FROM df_customers AS LHS
         INNER JOIN df_customer_orders AS RHS ON (LHS.customer_id = RHS.customer_id)) AS LHS
      INNER JOIN df_order_items AS RHS ON (LHS.order_id = RHS.order_id)) AS LHS
   WHERE EXISTS
       (SELECT 1
        FROM df_customers AS RHS
        WHERE (LHS.customer_id = RHS.customer_id
               AND LHS.payment_method = RHS.payment_method
               AND LHS.customer_name = RHS.customer_name
               AND LHS.date_became_customer = RHS.date_became_customer
               AND LHS.other_customer_details = RHS.other_customer_details) ))
ORDER BY payment_method;",2,15,5,0,5,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
spider/customers_and_addresses/0044,"natural_join4(input0, input1, input2, input3), filter(line0, ""product_details == 'Latte' & product_details != 'Americano'""), anti_join(line1, input2, ""'order_date','order_details'"")","SELECT DISTINCT `customer_name`
FROM
  (SELECT *
   FROM
     (SELECT *
      FROM
        (SELECT `LHS`.`product_id` AS `product_id`,
                `LHS`.`product_details` AS `product_details`,
                `LHS`.`customer_id` AS `customer_id`,
                `LHS`.`payment_method` AS `payment_method`,
                `LHS`.`customer_name` AS `customer_name`,
                `LHS`.`date_became_customer` AS `date_became_customer`,
                `LHS`.`other_customer_details` AS `other_customer_details`,
                `LHS`.`order_id` AS `order_id`,
                `LHS`.`order_status` AS `order_status`,
                `LHS`.`order_date` AS `order_date`,
                `LHS`.`order_details` AS `order_details`,
                `RHS`.`order_quantity` AS `order_quantity`
         FROM
           (SELECT `LHS`.`product_id` AS `product_id`,
                   `LHS`.`product_details` AS `product_details`,
                   `LHS`.`customer_id` AS `customer_id`,
                   `LHS`.`payment_method` AS `payment_method`,
                   `LHS`.`customer_name` AS `customer_name`,
                   `LHS`.`date_became_customer` AS `date_became_customer`,
                   `LHS`.`other_customer_details` AS `other_customer_details`,
                   `RHS`.`order_id` AS `order_id`,
                   `RHS`.`order_status` AS `order_status`,
                   `RHS`.`order_date` AS `order_date`,
                   `RHS`.`order_details` AS `order_details`
            FROM
              (SELECT `LHS`.`product_id` AS `product_id`,
                      `LHS`.`product_details` AS `product_details`,
                      `RHS`.`customer_id` AS `customer_id`,
                      `RHS`.`payment_method` AS `payment_method`,
                      `RHS`.`customer_name` AS `customer_name`,
                      `RHS`.`date_became_customer` AS `date_became_customer`,
                      `RHS`.`other_customer_details` AS `other_customer_details`
               FROM `df_products` AS `LHS`
               CROSS JOIN `df_customers` AS `RHS`) AS `LHS`
            INNER JOIN `df_customer_orders` AS `RHS` ON (`LHS`.`customer_id` = `RHS`.`customer_id`)) AS `LHS`
         INNER JOIN `df_order_items` AS `RHS` ON (`LHS`.`product_id` = `RHS`.`product_id`
                                                  AND `LHS`.`order_id` = `RHS`.`order_id`))
      WHERE (`product_details` = 'Latte'
             AND `product_details` != 'Americano')) AS LHS
   WHERE NOT EXISTS
       (SELECT 1
        FROM df_customer_orders AS RHS
        WHERE (LHS.order_date = RHS.order_date
               AND LHS.order_details = RHS.order_details) ))
ORDER BY customer_name;",3,22,7,1,7,2,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
spider/customers_and_addresses/0040,"filter(input0, ""state_province_county == 'Texas' & state_province_county == 'Arizona'""), anti_join(input0, line0, ""'state_province_county','zip_postcode'""), filter(line1, ""city == 'East Julianaside' | city == 'Gleasonmouth'"")","SELECT `address_content`
FROM
  (SELECT *
   FROM `df_addresses` AS `LHS`
   WHERE NOT EXISTS
       (SELECT 1
        FROM
          (SELECT *
           FROM `df_addresses`
           WHERE (`state_province_county` = 'Texas'
                  AND `state_province_county` = 'Arizona')) AS `RHS`
        WHERE (`LHS`.`state_province_county` = `RHS`.`state_province_county`
               AND `LHS`.`zip_postcode` = `RHS`.`zip_postcode`) ))
WHERE (`city` = 'East Julianaside'
       OR `city` = 'Gleasonmouth')
ORDER BY address_content;",3,15,4,0,4,0,4,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0
spider/customers_and_addresses/0028,"natural_join3(input0, input1, input2), limit(line0, 'customer_name')","SELECT customer_name
FROM
  (SELECT *
   FROM
     (SELECT *
      FROM
        (SELECT LHS.customer_id AS customer_id,
                LHS.payment_method AS payment_method,
                LHS.customer_name AS customer_name,
                LHS.date_became_customer AS date_became_customer,
                LHS.other_customer_details AS other_customer_details,
                LHS.order_id AS order_id,
                LHS.order_status AS order_status,
                LHS.order_date AS order_date,
                LHS.order_details AS order_details,
                RHS.product_id AS product_id,
                RHS.order_quantity AS order_quantity
         FROM
           (SELECT LHS.customer_id AS customer_id,
                   LHS.payment_method AS payment_method,
                   LHS.customer_name AS customer_name,
                   LHS.date_became_customer AS date_became_customer,
                   LHS.other_customer_details AS other_customer_details,
                   RHS.order_id AS order_id,
                   RHS.order_status AS order_status,
                   RHS.order_date AS order_date,
                   RHS.order_details AS order_details
            FROM df_customers AS LHS
            INNER JOIN df_customer_orders AS RHS ON (LHS.customer_id = RHS.customer_id)) AS LHS
         INNER JOIN df_order_items AS RHS ON (LHS.order_id = RHS.order_id))
      ORDER BY customer_name)
   LIMIT 1);",1,13,5,0,5,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
spider/musical/0002,df_actor,"SELECT name
FROM df_actor
ORDER BY name;",0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spider/musical/0017,"summarise(input0, 'n = n()', ""'nominee','year'""), filter(line0, 'n != 2L')","SELECT nominee
FROM
  (SELECT nominee,
          YEAR,
          COUNT() AS n
   FROM df_musical
   GROUP BY nominee,
            YEAR)
WHERE (n != 2)
ORDER BY nominee;",2,7,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
spider/musical/0008,"filter(input0, ""award != 'Tony Award'""), intersect(input0, line0, 'nominee')","SELECT `nominee`
FROM
  (SELECT `nominee`
   FROM `df_musical` INTERSECT SELECT `nominee`
   FROM `df_musical`
   WHERE (`award` != 'Tony Award'))
ORDER BY nominee;",2,8,3,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
spider/musical/0003,df_actor,"SELECT CHARACTER,
       duration
FROM df_actor
ORDER BY CHARACTER;",0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spider/musical/0013,"summarise(input1, 'n = n()', ""'musical_id'""), left_join(input0, line0), filter(line1, 'n >= 3L')","SELECT name
FROM
  (SELECT LHS.musical_id AS musical_id,
          LHS.name AS name,
          LHS.year AS YEAR,
          LHS.award AS award,
          LHS.category AS category,
          LHS.nominee AS nominee,
          LHS.result AS RESULT,
          RHS.n AS n
   FROM df_musical AS LHS
   LEFT JOIN
     (SELECT musical_id,
             COUNT() AS n
      FROM df_actor
      GROUP BY musical_id) AS RHS ON (LHS.musical_id = RHS.musical_id))
WHERE (n >= 3)
ORDER BY name;",3,10,3,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
spider/musical/0006,"limit(input0, 'character')","SELECT duration
FROM
  (SELECT *
   FROM
     (SELECT *
      FROM df_actor
      ORDER BY CHARACTER)
   LIMIT 1);",0,8,3,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spider/musical/0004,"filter(input0, 'age != 20L')","SELECT name
FROM df_actor
WHERE (age != 20)
ORDER BY name;",1,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
spider/musical/0012,"summarise(input1, 'n = n()', ""'musical_id'""), left_join(line0, input0)","SELECT name,
       n AS count___
FROM
  (SELECT LHS.musical_id AS musical_id,
          LHS.n AS n,
          RHS.name AS name,
          RHS.year AS YEAR,
          RHS.award AS award,
          RHS.category AS category,
          RHS.nominee AS nominee,
          RHS.result AS RESULT
   FROM
     (SELECT musical_id,
             COUNT() AS n
      FROM df_actor
      GROUP BY musical_id) AS LHS
   LEFT JOIN df_musical AS RHS ON (LHS.musical_id = RHS.musical_id))
ORDER BY name;",2,9,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
spider/musical/0015,"summarise(input0, 'n = n()', ""'name','nominee'""), limit(line0, 'desc(n)')","SELECT nominee
FROM
  (SELECT *
   FROM
     (SELECT *
      FROM
        (SELECT name,
                nominee,
                COUNT() AS n
         FROM df_musical
         GROUP BY name,
                  nominee)
      ORDER BY n DESC)
   LIMIT 1);",1,10,4,0,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
spider/musical/0005,df_actor,"SELECT CHARACTER
FROM df_actor
ORDER BY CHARACTER;",0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
