name,loc,sql_size,cols,tables,total_rows,total_cells
spider/department_store/0026,,30,7,2,36,132
spider/department_store/0027,,28,7,2,33,123
spider/department_store/0028,,38,7,3,27,66
spider/department_store/0029,,12,10,2,38,136
spider/department_store/0030,,30,8,2,33,138
spider/department_store/0031,,22,4,1,22,74
spider/department_store/0032,,25,6,1,17,92
spider/department_store/0033,,30,6,1,16,92
spider/department_store/0034,,13,7,1,16,107
spider/department_store/0035,,48,15,4,62,272
spider/department_store/0036,,41,11,3,35,164
spider/department_store/0037,,21,4,1,17,66
spider/department_store/0038,,18,4,1,18,66
spider/department_store/0039,,42,9,3,48,168
spider/department_store/0040,,42,12,3,47,212
spider/department_store/0041,,60,7,2,33,126
spider/department_store/0042,,22,7,1,16,107
spider/department_store/0043,,14,4,1,16,61
spider/department_store/0044,,17,4,1,16,61
spider/device/0001,,6,6,1,7,37
spider/device/0002,,9,6,1,12,42
spider/device/0003,,12,6,1,7,37
spider/device/0004,,9,5,1,24,72
spider/device/0005,,8,3,1,9,25
spider/device/0006,,12,5,1,24,84
spider/device/0007,,8,6,1,7,37
spider/device/0008,,15,5,1,13,62
spider/device/0009,,11,5,1,13,61
spider/device/0010,,34,12,3,34,136
spider/device/0011,,28,7,2,22,86
spider/device/0012,,27,7,2,21,85
spider/device/0013,,30,7,2,21,85
spider/device/0014,,11,6,1,8,40
spider/device/0015,,11,6,1,8,38
spider/device/0016,,13,6,1,7,37
spider/device/0017,,15,7,2,26,90
spider/device/0019,,15,8,2,18,64
spider/device/0020,,28,8,2,16,62
spider/document_management/0001,,12,5,1,30,105
spider/document_management/0002,,14,5,1,16,77
spider/document_management/0003,,14,5,1,16,76
spider/document_management/0004,,15,5,1,16,76
spider/document_management/0005,,8,5,1,16,76
spider/document_management/0006,,27,7,2,21,91
spider/document_management/0007,,12,5,1,16,76
spider/document_management/0009,,16,5,1,19,79
spider/document_management/0010,,26,9,2,31,151
spider/document_management/0011,,15,9,2,34,154
spider/document_management/0012,,16,5,1,16,77
spider/document_management/0013,,39,8,3,34,115
spider/document_management/0014,,36,10,3,55,195
spider/document_management/0015,,27,9,2,31,151
spider/document_management/0016,,12,5,1,18,78
spider/document_management/0017,,12,5,1,16,76
spider/document_management/0018,,29,6,2,18,80
spider/document_management/0019,,15,5,1,16,76
spider/document_management/0020,,12,4,1,30,90
spider/document_management/0021,,11,5,1,17,79
spider/document_management/0022,,14,5,1,19,79
spider/dorm_1/0001,,12,4,1,8,29
spider/dorm_1/0002,,12,4,1,9,30
spider/dorm_1/0003,,19,8,1,35,273
spider/dorm_1/0004,,12,8,1,41,279
spider/dorm_1/0005,,21,8,1,36,274
spider/dorm_1/0006,,6,4,1,8,29
spider/dorm_1/0007,,6,2,1,13,25
spider/dorm_1/0008,,8,4,1,8,29
spider/dorm_1/0009,,6,8,1,35,273
spider/dorm_1/0010,,13,8,1,53,310
spider/dorm_1/0011,,19,4,1,8,30
spider/dorm_1/0012,,8,2,1,41,81
spider/dorm_1/0014,,8,4,1,8,29
spider/dorm_1/0015,,15,4,1,8,30
spider/dorm_1/0016,,22,4,1,11,36
spider/dorm_1/0017,,13,8,1,35,274
spider/dorm_1/0018,,74,6,3,61,134
spider/dorm_1/0019,,74,6,3,60,133
spider/dorm_1/0020,,38,8,1,50,288
spider/dorm_1/0021,,11,4,1,8,29
spider/dorm_1/0022,,9,2,1,24,36
spider/dorm_1/0023,,13,8,1,35,273
spider/dorm_1/0024,,21,8,1,53,310
spider/dorm_1/0025,,18,8,1,65,334
spider/dorm_1/0026,,41,6,3,67,140
spider/dorm_1/0027,,16,4,1,10,37
spider/dorm_1/0028,,18,8,1,36,278
spider/dorm_1/0029,,11,8,1,40,284
spider/dorm_1/0030,,16,8,1,53,329
spider/dorm_1/0031,,22,8,1,52,326
spider/dorm_1/0032,,17,8,1,41,286
spider/dorm_1/0033,,26,8,1,50,304
spider/dorm_1/0034,,23,8,1,36,276
spider/dorm_1/0035,,39,13,3,79,407
spider/dorm_1/0036,,32,5,2,52,118
spider/dorm_1/0037,,43,13,3,76,401
spider/dorm_1/0038,,37,13,3,78,399
spider/dorm_1/0039,,45,13,3,73,394
spider/dorm_1/0040,,36,13,3,73,394
spider/dorm_1/0041,,44,13,3,73,394
spider/dorm_1/0042,,37,6,3,64,137
spider/dorm_1/0043,,41,6,3,64,137
spider/dorm_1/0044,,27,3,2,53,105
spider/dorm_1/0045,,60,15,5,155,528
spider/dorm_1/0046,,42,6,3,60,134
spider/dorm_1/0047,,43,6,3,63,136
spider/dorm_1/0048,,52,12,4,139,513
spider/dorm_1/0049,,53,12,4,126,487
spider/dorm_1/0050,,59,15,5,137,510
spider/driving_school/0001,,6,2,1,6,9
spider/driving_school/0002,,6,2,1,4,7
spider/driving_school/0003,,12,2,1,4,7
spider/driving_school/0004,,12,9,1,30,180
spider/driving_school/0005,,19,9,1,16,136
spider/driving_school/0006,,19,9,1,16,136
spider/driving_school/0007,,19,9,1,16,136
spider/driving_school/0008,,12,9,1,16,136
spider/driving_school/0009,,19,9,1,16,136
spider/driving_school/0010,,6,9,1,16,136
spider/driving_school/0011,,34,15,2,31,226
spider/driving_school/0012,,38,15,2,31,227
spider/driving_school/0013,,36,18,2,31,286
spider/driving_school/0014,,34,15,2,31,226
spider/driving_school/0015,,12,6,1,16,91
spider/driving_school/0016,,30,15,2,32,229
spider/driving_school/0017,,30,15,2,31,227
spider/driving_school/0018,,30,15,2,32,227
spider/driving_school/0019,,9,11,1,30,195
spider/driving_school/0020,,15,11,1,16,167
spider/driving_school/0021,,15,11,1,28,191
spider/driving_school/0022,,25,11,1,17,171
spider/driving_school/0023,,12,11,1,21,171
spider/driving_school/0024,,19,11,1,16,166
spider/driving_school/0025,,6,11,1,16,166
spider/driving_school/0026,,11,11,1,17,169
spider/driving_school/0027,,13,11,1,16,166
spider/driving_school/0028,,40,18,2,31,286
spider/driving_school/0029,,18,11,1,16,168
spider/driving_school/0030,,17,11,1,18,171
spider/driving_school/0031,,30,17,2,31,257
spider/driving_school/0032,,34,17,2,31,256
spider/driving_school/0033,,34,17,2,31,256
spider/driving_school/0034,,27,17,2,31,256
spider/driving_school/0035,,36,14,2,31,226
spider/driving_school/0036,,15,14,2,31,226
spider/driving_school/0037,,32,14,2,31,227
spider/driving_school/0038,,11,4,1,17,64
spider/driving_school/0039,,12,8,1,16,121
spider/driving_school/0040,,40,16,2,31,256
spider/driving_school/0041,,25,16,2,31,256
spider/driving_school/0042,,35,16,2,31,256
spider/driving_school/0043,,35,16,2,31,256
spider/driving_school/0044,,25,18,2,31,286
spider/driving_school/0045,,12,17,2,31,301
spider/driving_school/0046,,25,16,2,36,261
spider/driving_school/0047,,31,9,2,19,128
spider/e_government/0001,,15,7,1,30,150
spider/e_government/0002,,6,6,1,8,38
spider/e_government/0003,,27,10,2,20,102
spider/e_government/0004,,15,4,1,16,62
spider/e_government/0005,,37,8,2,31,128
spider/e_government/0006,,9,4,1,10,25
spider/e_government/0007,,11,4,1,6,21
spider/e_government/0008,,43,13,3,36,186
spider/e_government/0009,,49,13,3,36,186
spider/e_government/0010,,6,4,1,16,61
spider/e_government/0011,,25,8,2,31,136
spider/e_government/0012,,12,6,1,43,118
spider/e_government/0013,,12,6,1,16,91
spider/e_government/0014,,14,4,1,18,63
spider/e_government/0015,,12,4,1,7,22
spider/e_government/0016,,8,4,1,16,61
spider/e_government/0017,,27,9,2,31,136
spider/e_government/0018,,12,6,1,16,91
spider/e_government/0019,,27,7,2,21,81
spider/e_government/0020,,19,10,2,39,174
spider/e_learning/0001,,6,5,1,16,76
spider/e_learning/0002,,12,5,1,16,76
spider/e_learning/0003,,12,9,1,16,136
spider/e_learning/0004,,6,9,1,30,150
spider/e_learning/0005,,9,9,1,30,165
spider/e_learning/0006,,9,5,1,40,140
spider/e_learning/0007,,8,5,1,21,101
spider/e_learning/0008,,8,5,1,21,101
spider/e_learning/0009,,12,3,1,23,53
spider/e_learning/0010,,12,3,1,16,46
spider/e_learning/0011,,12,8,1,16,121
spider/e_learning/0012,,19,8,1,17,122
spider/e_learning/0013,,12,8,1,16,121
spider/e_learning/0014,,6,2,1,6,9
spider/e_learning/0015,,9,9,1,30,270
spider/e_learning/0016,,12,8,1,30,150
spider/e_learning/0017,,14,3,1,17,49
spider/e_learning/0018,,26,13,2,31,211
spider/e_learning/0019,,34,13,2,32,212
spider/e_learning/0020,,35,13,2,31,213
spider/e_learning/0021,,32,13,2,35,220
spider/e_learning/0022,,26,13,2,31,211
spider/e_learning/0023,,30,6,2,24,93
spider/e_learning/0024,,29,6,2,21,90
spider/e_learning/0025,,32,6,2,21,90
spider/e_learning/0026,,26,9,2,37,177
spider/e_learning/0027,,27,9,2,36,176
spider/e_learning/0028,,28,9,2,36,176
spider/e_learning/0029,,32,9,2,36,177
spider/e_learning/0030,,25,9,2,45,195
spider/e_learning/0031,,26,7,2,43,153
spider/e_learning/0032,,26,7,2,42,152
spider/e_learning/0033,,30,12,2,36,222
spider/e_learning/0034,,38,12,2,36,222
spider/e_learning/0035,,31,12,2,36,222
spider/e_learning/0036,,32,12,2,39,228
spider/e_learning/0037,,32,12,2,45,240
spider/e_learning/0038,,25,12,2,38,223
spider/e_learning/0039,,15,12,2,36,221
spider/election/0001,,6,4,1,6,21
spider/election/0002,,9,4,1,10,30
spider/election/0003,,8,4,1,6,21
spider/election/0004,,13,4,1,6,22
spider/election/0005,,6,7,1,12,60
spider/election/0006,,12,4,1,6,21
spider/election/0007,,12,7,1,11,59
spider/election/0008,,9,7,1,16,72
spider/election/0009,,8,8,1,8,57
spider/election/0010,,15,8,1,10,62
spider/election/0011,,12,8,1,8,57
spider/election/0012,,6,7,1,16,112
spider/election/0013,,23,11,2,21,92
spider/election/0014,,26,11,2,21,84
spider/election/0015,,28,11,2,14,77
spider/election/0016,,26,11,2,16,79
spider/election/0017,,23,14,2,23,128
spider/election/0018,,26,14,2,18,115
spider/election/0019,,34,14,2,20,117
spider/election/0020,,26,14,2,19,116
spider/election/0021,,25,11,2,17,84
spider/election/0022,,25,14,2,20,122
spider/election/0023,,9,4,1,10,25
spider/election/0024,,9,4,1,10,25
spider/election/0025,,11,4,1,6,21
spider/election/0026,,11,4,1,8,23
spider/election/0027,,28,11,2,16,79
spider/election/0028,,14,8,1,9,58
spider/election/0029,,27,14,2,16,113
spider/election/0030,,13,8,1,8,57
spider/election/0031,,16,8,1,8,58
spider/election/0032,,15,14,2,17,114
spider/election/0033,,52,14,2,16,113
spider/election/0034,,52,14,2,16,113
spider/election_representative/0001,,6,7,1,6,36
spider/election_representative/0002,,9,7,1,10,40
spider/election_representative/0003,,9,7,1,10,45
spider/election_representative/0004,,13,7,1,6,37
spider/election_representative/0005,,9,5,1,14,49
spider/election_representative/0006,,12,5,1,10,38
spider/election_representative/0007,,19,5,1,10,38
spider/election_representative/0008,,23,11,2,17,80
spider/election_representative/0009,,25,11,2,16,74
spider/election_representative/0010,,22,11,2,17,75
spider/election_representative/0011,,24,11,2,13,71
spider/election_representative/0012,,22,11,2,17,75
spider/election_representative/0013,,28,11,2,13,71
spider/election_representative/0014,,11,5,1,9,39
spider/election_representative/0015,,16,5,1,8,37
spider/election_representative/0016,,14,5,1,9,37
spider/election_representative/0017,,14,5,1,9,37
spider/election_representative/0018,,15,11,2,14,72
spider/election_representative/0019,,24,5,1,8,36
spider/election_representative/0020,,8,5,1,8,36
spider/entertainment_awards/0001,,6,3,1,10,28
spider/entertainment_awards/0002,,9,3,1,18,36
spider/entertainment_awards/0003,,12,3,1,16,34
spider/entertainment_awards/0004,,9,6,1,10,40
spider/entertainment_awards/0005,,9,6,1,10,35
spider/entertainment_awards/0006,,11,6,1,6,31
spider/entertainment_awards/0007,,12,6,1,7,32
spider/entertainment_awards/0008,,8,6,1,6,31
spider/entertainment_awards/0009,,11,6,1,8,33
spider/entertainment_awards/0010,,34,10,3,26,87
spider/entertainment_awards/0011,,37,10,3,21,76
spider/entertainment_awards/0012,,34,10,3,26,81
spider/entertainment_awards/0013,,37,10,3,21,76
spider/entertainment_awards/0014,,43,10,3,23,81
spider/entertainment_awards/0015,,40,10,3,23,84
spider/entertainment_awards/0016,,11,3,1,13,35
spider/entertainment_awards/0017,,13,3,1,10,28
spider/entertainment_awards/0018,,14,6,1,6,31
spider/entertainment_awards/0019,,15,5,2,18,48
spider/entertainment_awards/0020,,19,6,1,7,32
spider/entertainment_awards/0021,,8,6,1,6,31
spider/entrepreneur/0001,,6,5,1,7,31
spider/entrepreneur/0002,,9,5,1,12,36
spider/entrepreneur/0003,,9,5,1,12,42
spider/entrepreneur/0004,,8,5,1,7,31
spider/entrepreneur/0005,,9,5,1,16,48
spider/entrepreneur/0006,,19,9,2,20,76
spider/entrepreneur/0007,,26,9,2,19,75
spider/entrepreneur/0008,,11,5,1,9,41
spider/entrepreneur/0009,,25,9,2,15,71
spider/entrepreneur/0010,,28,9,2,15,71
spider/entrepreneur/0011,,34,9,2,16,72
spider/entrepreneur/0012,,23,9,2,20,76
spider/entrepreneur/0013,,11,5,1,11,40
spider/entrepreneur/0014,,13,5,1,7,31
spider/entrepreneur/0015,,14,5,1,7,31
spider/entrepreneur/0016,,27,9,2,20,82
spider/entrepreneur/0017,,15,9,2,16,72
spider/entrepreneur/0018,,24,5,1,7,31
spider/entrepreneur/0019,,8,5,1,7,31
spider/entrepreneur/0020,,25,9,2,15,71
spider/epinions_1/0001,,12,2,1,9,17
spider/epinions_1/0002,,6,2,1,16,32
spider/epinions_1/0003,,6,5,1,8,36
spider/epinions_1/0004,,6,2,1,8,15
spider/epinions_1/0005,,13,5,1,8,37
spider/epinions_1/0006,,8,5,1,8,36
spider/epinions_1/0007,,8,5,1,8,36
spider/epinions_1/0008,,8,5,1,8,36
spider/epinions_1/0009,,15,6,2,16,52
spider/epinions_1/0010,,15,6,2,19,54
spider/epinions_1/0011,,26,6,2,17,53
spider/epinions_1/0012,,32,6,2,17,53
spider/epinions_1/0015,,57,6,2,17,53
spider/epinions_1/0016,,30,6,2,16,52
spider/epinions_1/0017,,9,2,1,16,24
spider/epinions_1/0018,,27,6,2,15,50
spider/epinions_1/0019,,34,6,2,16,53
spider/epinions_1/0020,,34,6,2,16,53
spider/epinions_1/0021,,28,6,2,16,53
spider/epinions_1/0022,,25,6,2,16,53
spider/epinions_1/0023,,25,6,2,15,50
spider/epinions_1/0024,,29,5,2,17,42
spider/epinions_1/0025,,27,5,2,21,51
spider/epinions_1/0026,,24,5,2,17,42
spider/epinions_1/0027,,15,6,2,18,54
spider/epinions_1/0028,,15,6,2,15,50
spider/farm/0001,,6,10,1,9,81
spider/farm/0002,,9,10,1,16,88
spider/farm/0003,,12,5,1,11,35
spider/farm/0004,,9,5,1,12,36
spider/farm/0005,,14,10,1,9,81
spider/farm/0006,,13,10,1,9,82
spider/farm/0007,,8,6,1,6,31
spider/farm/0008,,9,6,1,10,35
spider/farm/0009,,14,6,1,6,32
spider/farm/0010,,23,11,2,17,72
spider/farm/0011,,28,11,2,12,61
spider/farm/0012,,27,11,2,12,61
spider/farm/0013,,26,11,2,14,63
spider/farm/0014,,13,6,1,7,34
spider/farm/0015,,11,6,1,7,32
spider/farm/0016,,13,6,1,6,31
spider/farm/0018,,24,6,1,6,31
spider/farm/0019,,19,6,1,8,33
spider/farm/0020,,12,6,1,6,31
spider/film_rank/0001,,6,5,1,14,66
spider/film_rank/0002,,6,5,1,26,78
spider/film_rank/0003,,8,5,1,14,66
spider/film_rank/0004,,9,7,1,18,81
spider/film_rank/0005,,12,7,1,10,64
spider/film_rank/0006,,13,3,1,7,20
spider/film_rank/0007,,12,3,1,7,19
spider/film_rank/0008,,9,3,1,12,24
spider/film_rank/0009,,9,3,1,12,24
spider/film_rank/0010,,23,11,2,31,146
spider/film_rank/0011,,26,11,2,23,129
spider/film_rank/0012,,28,9,2,16,82
spider/film_rank/0013,,23,9,2,24,99
spider/film_rank/0014,,30,9,2,19,85
spider/film_rank/0015,,11,5,1,23,85
spider/film_rank/0016,,13,5,1,14,66
spider/film_rank/0017,,14,5,1,16,68
spider/film_rank/0018,,15,11,2,31,137
spider/film_rank/0019,,24,5,1,14,66
spider/film_rank/0020,,15,5,1,15,69
spider/film_rank/0021,,18,5,1,22,74
spider/film_rank/0022,,16,5,1,23,75
spider/film_rank/0023,,24,11,2,23,129
spider/film_rank/0024,,36,13,3,38,166
spider/flight_1/0001,,6,3,1,17,49
spider/flight_1/0002,,9,3,1,32,80
spider/flight_1/0003,,12,3,1,30,62
spider/flight_1/0004,,14,3,1,17,49
spider/flight_1/0005,,15,3,1,17,50
spider/flight_1/0006,,18,3,1,17,51
spider/flight_1/0007,,14,3,1,17,50
spider/flight_1/0008,,11,3,1,19,51
spider/flight_1/0009,,18,3,1,23,55
spider/flight_1/0010,,6,3,1,32,94
spider/flight_1/0011,,12,3,1,62,155
spider/flight_1/0012,,12,3,1,46,108
spider/flight_1/0013,,14,3,1,32,94
spider/flight_1/0014,,15,3,1,32,95
spider/flight_1/0015,,13,3,1,32,95
spider/flight_1/0016,,14,3,1,32,95
spider/flight_1/0017,,11,3,1,34,96
spider/flight_1/0018,,18,3,1,44,106
spider/flight_1/0019,,15,3,1,32,95
spider/flight_1/0020,,6,8,1,11,81
spider/flight_1/0021,,15,8,1,20,110
spider/flight_1/0022,,12,8,1,18,88
spider/flight_1/0023,,12,8,1,12,82
spider/flight_1/0024,,22,8,1,12,84
spider/flight_1/0025,,12,8,1,16,86
spider/flight_1/0026,,21,8,1,11,81
spider/flight_1/0027,,15,8,1,13,86
spider/flight_1/0028,,14,8,1,11,82
spider/flight_1/0029,,11,8,1,13,83
spider/flight_1/0030,,19,8,1,11,82
spider/flight_1/0031,,11,8,1,12,84
spider/flight_1/0032,,11,8,1,19,98
spider/flight_1/0033,,13,8,1,11,81
spider/flight_1/0034,,13,8,1,11,81
spider/flight_1/0035,,26,9,2,27,129
spider/flight_1/0036,,26,9,2,28,130
spider/flight_1/0037,,25,9,2,34,144
spider/flight_1/0038,,28,9,2,28,130
spider/flight_1/0039,,8,2,1,70,139
spider/flight_1/0040,,12,4,2,111,242
spider/flight_1/0041,,37,5,3,118,281
spider/flight_1/0042,,37,5,3,124,287
spider/flight_1/0043,,74,5,3,120,283
spider/flight_1/0044,,43,5,3,138,301
spider/flight_1/0045,,27,4,2,86,187
spider/flight_1/0046,,36,4,2,90,191
spider/flight_1/0047,,31,4,2,101,233
spider/flight_1/0048,,45,5,3,117,280
spider/flight_4/0001,,12,9,1,7185,64657
spider/flight_4/0002,,21,9,1,7188,64672
spider/flight_4/0003,,6,7,1,6163,43135
spider/flight_4/0004,,12,7,1,6163,43135
spider/flight_4/0005,,14,9,1,7185,64657
spider/flight_4/0006,,19,9,1,7310,64782
spider/flight_4/0007,,12,7,1,6168,43140
spider/flight_4/0008,,14,9,1,8769,66241
spider/flight_4/0009,,11,9,1,7185,64657
spider/flight_4/0010,,12,9,1,7185,64657
spider/flight_4/0011,,14,9,1,7185,64657
spider/flight_4/0012,,25,14,2,73403,581055
spider/flight_4/0013,,24,17,2,74425,602577
spider/flight_4/0014,,17,9,1,7185,64659
spider/flight_4/0015,,17,9,1,7185,64659
spider/flight_4/0016,,35,17,2,74425,602579
spider/flight_4/0017,,31,14,2,73412,581074
spider/flight_4/0018,,35,17,2,74425,602579
spider/flight_4/0019,,27,14,2,73403,581055
spider/flight_4/0020,,13,7,1,6163,43135
spider/flight_4/0021,,19,7,1,6163,43135
spider/flight_4/0022,,14,7,1,6440,43690
spider/flight_4/0023,,14,9,1,7421,65130
spider/flight_4/0024,,20,9,1,8393,67074
spider/flight_4/0025,,20,9,1,7198,64670
spider/flight_4/0026,,,9,1,7185,64657
spider/flight_4/0027,,17,9,1,7623,65534
spider/flight_4/0028,,17,9,1,7299,64771
spider/flight_4/0029,,25,17,2,77582,608892
spider/flight_4/0030,,28,17,2,77582,608892
spider/flight_4/0031,,13,9,1,7421,65130
spider/flight_4/0032,,14,9,1,7508,64980
spider/flight_4/0033,,32,14,2,73949,582695
spider/flight_4/0034,,25,17,2,74425,602577
spider/flight_4/0035,,44,19,3,80587,645711
spider/flight_4/0036,,25,17,2,74425,602577
spider/flight_4/0037,,35,17,2,74425,602577
spider/flight_4/0038,,35,17,2,84931,613083
spider/flight_4/0039,,27,14,2,73403,581055
spider/flight_4/0040,,34,17,2,74425,602577
spider/flight_4/0041,,34,17,2,74425,602577
spider/flight_company/0001,,12,8,1,14,105
spider/flight_company/0002,,15,8,1,26,143
spider/flight_company/0003,,18,6,1,18,90
spider/flight_company/0004,,8,6,1,15,85
spider/flight_company/0005,,14,8,1,14,105
spider/flight_company/0006,,23,13,2,40,214
spider/flight_company/0007,,12,6,1,17,62
spider/flight_company/0008,,26,13,2,28,189
spider/flight_company/0009,,32,13,2,30,194
spider/flight_company/0010,,35,13,2,23,161
spider/flight_company/0011,,34,13,2,24,160
spider/flight_company/0012,,16,6,1,15,86
spider/flight_company/0013,,21,13,2,23,159
spider/flight_company/0014,,52,13,2,28,189
spider/flight_company/0015,,12,6,1,10,55
spider/flight_company/0016,,36,17,3,44,258
spider/flight_company/0017,,11,6,1,16,68
spider/flight_company/0018,,14,6,1,10,55
spider/flight_company/0019,,13,8,1,14,105
spider/game_1/0001,,6,3,1,7,19
spider/game_1/0002,,8,3,1,7,19
spider/game_1/0003,,6,3,1,12,24
spider/game_1/0004,,12,3,1,12,30
spider/game_1/0005,,12,3,1,7,19
spider/game_1/0006,,12,3,1,7,19
spider/game_1/0007,,12,3,1,7,19
spider/game_1/0008,,11,3,1,12,30
spider/game_1/0009,,13,3,1,7,19
spider/game_1/0010,,13,3,1,7,19
spider/game_1/0011,,12,8,1,35,273
spider/game_1/0012,,12,8,1,37,275
spider/game_1/0013,,12,8,1,52,290
spider/game_1/0014,,23,8,1,40,296
spider/game_1/0015,,14,8,1,43,281
spider/game_1/0016,,8,5,1,15,71
spider/game_1/0017,,8,5,1,15,71
spider/game_1/0018,,12,5,1,22,78
spider/game_1/0019,,26,12,2,56,350
spider/game_1/0020,,8,5,1,15,71
spider/game_1/0021,,21,5,1,15,71
spider/game_1/0022,,11,5,1,24,90
spider/game_1/0023,,16,5,1,26,106
spider/game_1/0024,,16,5,1,24,80
spider/game_1/0025,,31,12,2,49,344
spider/game_1/0026,,19,5,1,15,71
spider/game_1/0027,,12,12,2,70,364
spider/game_1/0028,,24,12,2,52,346
spider/game_1/0029,,24,12,2,50,344
spider/game_1/0030,,24,12,2,72,366
spider/game_1/0031,,40,12,2,49,344
spider/game_1/0032,,32,12,2,49,344
spider/game_1/0033,,8,3,1,11,31
spider/game_1/0034,,12,10,2,73,331
spider/game_1/0035,,12,7,2,25,101
spider/game_1/0036,,13,3,1,16,42
spider/game_1/0037,,13,3,1,15,40
spider/game_1/0038,,28,5,2,17,49
spider/game_1/0039,,29,5,2,18,50
spider/game_1/0040,,44,12,3,53,323
spider/game_1/0041,,38,12,2,53,352
spider/game_injury/0001,,12,8,1,21,161
spider/game_injury/0002,,9,8,1,40,180
spider/game_injury/0003,,12,8,1,40,220
spider/game_injury/0004,,18,6,1,14,81
spider/game_injury/0005,,12,6,1,16,81
spider/game_injury/0006,,18,6,1,28,129
spider/game_injury/0007,,26,13,2,36,251
spider/game_injury/0008,,36,13,2,38,259
spider/game_injury/0009,,42,18,3,49,330
spider/game_injury/0010,,49,18,3,51,334
spider/game_injury/0011,,8,6,1,16,91
spider/game_injury/0012,,15,13,2,36,251
spider/game_injury/0013,,28,13,2,36,251
spider/game_injury/0014,,74,18,3,49,329
spider/game_injury/0015,,50,18,3,52,340
spider/game_injury/0016,,12,6,1,15,80
spider/game_injury/0017,,25,13,2,45,262
spider/game_injury/0018,,27,13,2,50,280
spider/gas_company/0001,,6,9,1,11,91
spider/gas_company/0002,,12,9,1,20,110
spider/gas_company/0003,,15,9,1,16,102
spider/gas_company/0004,,12,9,1,20,110
spider/gas_company/0005,,18,9,1,11,93
spider/gas_company/0006,,6,9,1,13,93
spider/gas_company/0007,,11,9,1,15,100
spider/gas_company/0008,,13,9,1,13,96
spider/gas_company/0009,,18,9,1,11,92
spider/gas_company/0011,,15,6,1,22,99
spider/gas_company/0012,,14,6,1,12,67
spider/gas_company/0013,,14,6,1,22,88
spider/gas_company/0014,,24,9,1,13,93
spider/gas_company/0015,,18,9,1,12,92
spider/gas_company/0016,,25,11,2,21,118
spider/gas_company/0017,,18,11,2,21,118
spider/gas_company/0018,,37,16,3,29,176
spider/gas_company/0019,,37,16,3,33,180
spider/gas_company/0020,,19,6,1,12,67
spider/gas_company/0021,,9,6,1,22,77
spider/gas_company/0022,,24,9,1,13,99
spider/gas_company/0023,,40,16,3,30,180
spider/gymnast/0001,,6,8,1,8,57
spider/gymnast/0002,,9,8,1,14,63
spider/gymnast/0003,,9,8,1,14,63
spider/gymnast/0004,,8,8,1,8,57
spider/gymnast/0005,,9,5,1,20,60
spider/gymnast/0006,,19,13,2,24,113
spider/gymnast/0007,,26,13,2,20,109
spider/gymnast/0008,,11,5,1,11,51
spider/gymnast/0009,,11,5,1,15,55
spider/gymnast/0010,,25,13,2,18,107
spider/gymnast/0011,,21,13,2,18,107
spider/gymnast/0012,,26,13,2,19,108
spider/gymnast/0013,,25,13,2,21,114
spider/gymnast/0014,,27,13,2,18,107
spider/gymnast/0015,,28,13,2,18,107
spider/gymnast/0016,,23,13,2,24,113
spider/gymnast/0017,,25,13,2,19,108
spider/gymnast/0018,,24,5,1,11,51
spider/gymnast/0019,,8,5,1,11,51
spider/gymnast/0020,,23,13,2,24,113
spider/hospital_1/0001,,15,3,1,4,10
spider/hospital_1/0002,,15,3,1,4,10
spider/hospital_1/0003,,32,6,2,13,47
spider/hospital_1/0004,,18,13,2,22,96
spider/hospital_1/0005,,30,13,2,16,93
spider/hospital_1/0006,,11,7,1,10,64
spider/hospital_1/0007,,19,11,2,27,108
spider/hospital_1/0008,,25,11,2,22,103
spider/hospital_1/0009,,41,9,3,32,96
spider/hospital_1/0010,,25,13,2,14,88
spider/hospital_1/0011,,14,5,1,4,16
spider/hospital_1/0012,,39,14,3,17,79
spider/hospital_1/0013,,47,19,4,16,78
spider/hospital_1/0014,,17,11,2,8,40
spider/hospital_1/0015,,27,12,2,13,79
spider/hospital_1/0016,,25,8,2,16,66
spider/hospital_1/0017,,28,8,2,14,61
spider/hospital_1/0018,,34,5,2,52,212
spider/hospital_1/0019,,34,5,2,51,210
spider/hospital_1/0020,,12,5,1,39,183
spider/hospital_1/0021,,8,5,1,37,181
spider/hospital_1/0022,,37,13,3,18,75
spider/hospital_1/0023,,41,13,3,18,76
spider/hospital_1/0024,,25,10,2,10,42
spider/hospital_1/0025,,12,4,1,10,37
spider/hospital_1/0026,,11,12,2,11,61
spider/hospital_1/0027,,37,16,3,14,76
spider/hospital_1/0028,,9,5,1,6,18
spider/hospital_1/0029,,19,11,2,12,54
spider/hospital_1/0030,,9,4,1,10,25
spider/hospital_1/0031,,25,10,2,13,55
spider/hospital_1/0032,,15,9,3,32,96
spider/hospital_1/0033,,25,6,2,17,45
spider/hospital_1/0034,,19,10,2,11,47
spider/hospital_1/0035,,18,3,1,8,24
spider/hospital_1/0036,,12,3,1,14,35
spider/hospital_1/0037,,11,3,1,10,24
spider/hospital_1/0038,,37,10,3,35,121
spider/hospital_1/0039,,36,10,3,32,118
spider/hospital_1/0040,,39,10,3,32,118
spider/hospital_1/0041,,37,10,3,38,124
spider/hospital_1/0042,,49,10,3,38,124
spider/hospital_1/0044,,49,10,3,36,122
spider/hospital_1/0046,,45,9,3,27,82
spider/hospital_1/0047,,43,15,3,15,65
spider/hospital_1/0048,,35,15,3,13,63
spider/hospital_1/0049,,6,7,1,10,64
